state,county,tract,C18108_003E,C18108_004E,C18108_005E,C18108_007E,C18108_008E,C18108_009E,C18108_011E,C18108_012E,C18108_013E
48,031,950100,21,8,908,172,235,2314,156,239,735
48,031,950200,59,41,1134,190,291,3108,148,205,536
48,033,950100,5,0,191,21,11,302,30,19,97
48,035,950100,15,5,927,190,171,1809,129,203,562
48,035,950200,25,8,390,63,59,837,49,55,103
48,035,950300,0,7,314,118,30,854,53,129,293
48,035,950400,43,35,710,145,36,1714,148,111,512
48,035,950500,1,0,699,117,80,1225,75,138,260
48,035,950600,33,0,218,74,124,717,146,97,305
48,035,950700,12,0,568,139,123,1309,72,49,238
48,037,010100,80,16,1108,215,360,2805,79,58,415
48,037,010400,94,24,1264,290,100,1838,84,158,351
48,037,010500,59,13,412,150,142,1002,87,70,101
48,037,010600,15,0,505,60,180,1188,26,123,68
48,037,010700,62,42,883,81,55,2856,63,162,352
48,037,010800,144,48,1318,144,190,2538,47,216,346
48,037,010901,94,15,1507,201,152,3954,235,320,829
48,037,010902,45,35,1639,242,257,3882,133,255,410
48,037,011000,12,0,2292,327,175,4093,210,164,616
48,037,011100,16,0,1212,176,149,2612,108,269,426
48,037,011200,32,9,1662,217,218,3292,128,157,526
48,037,011300,54,0,1352,236,168,2868,135,172,639
48,037,011401,125,2,1828,446,390,4006,359,299,706
48,037,011402,2,0,662,86,112,1112,84,91,155
48,037,011501,0,49,1168,221,175,2504,160,137,656
48,037,011502,29,7,669,120,213,1489,45,89,299
48,037,011600,88,9,1043,337,212,2441,124,257,634
48,037,011700,0,0,601,96,113,1082,124,82,255
48,039,660100,15,0,1010,33,60,2944,105,71,412
48,039,660200,0,20,1834,109,23,3172,113,35,298
48,039,660300,123,13,2838,328,274,5488,144,336,634
48,039,660400,50,0,3103,249,103,5710,45,96,623
48,039,660500,43,26,2594,249,65,5322,109,219,705
48,039,660601,18,0,2931,179,153,7044,345,320,1043
48,039,660602,136,12,9369,629,329,19033,230,553,960
48,039,660701,103,0,5087,314,176,8965,104,75,756
48,039,660702,17,0,4721,512,228,7698,98,89,473
48,039,660801,0,0,2221,106,155,5716,90,31,492
48,039,660802,60,0,2650,91,142,4253,15,147,290
48,039,660900,79,0,1915,246,198,3597,130,181,397
48,039,661000,0,0,1874,148,108,3578,244,222,443
48,039,661100,29,0,912,90,112,1806,33,10,148
48,039,661200,41,0,979,89,116,2296,107,43,316
48,039,661300,8,28,629,126,117,1411,55,58,146
48,039,661400,0,18,1569,252,228,3201,143,240,654
48,039,661501,29,0,1400,126,70,2682,133,118,369
48,039,661502,55,0,1094,148,33,2635,169,106,272
48,039,661601,28,0,1576,264,154,3461,139,249,489
48,039,661602,72,0,875,153,72,1763,71,10,144
48,039,661700,0,5,703,105,122,1309,35,52,256
48,039,661800,12,0,1684,209,218,3656,149,230,375
48,039,661900,18,14,2176,334,248,4352,121,80,289
48,039,662000,116,0,1489,160,239,3023,113,150,795
48,039,662100,34,44,1459,151,236,3106,33,272,506
48,039,662200,110,0,1246,250,93,3027,87,217,255
48,039,662300,22,79,1592,104,234,2340,90,113,248
48,039,662400,63,18,1408,138,191,3179,166,135,394
48,039,662500,48,0,604,85,51,1559,67,47,142
48,039,662600,6,31,889,173,85,1844,117,108,233
48,039,662700,16,28,660,41,94,1376,93,134,181
48,039,662800,14,31,1456,186,329,3069,165,245,380
48,039,662900,27,5,1384,187,235,2697,94,182,436
48,039,663000,6,32,419,193,184,1860,74,181,259
48,039,663100,15,67,894,204,158,2806,124,130,483
48,039,663200,33,16,969,131,111,2749,99,79,342
48,039,663300,26,17,558,97,103,1128,41,28,133
48,039,663400,0,25,1748,111,205,4036,148,290,511
48,039,663500,0,12,1737,184,113,3579,83,146,355
48,039,663600,25,17,1358,131,101,2960,221,102,426
48,039,663700,0,0,980,198,33,1919,32,17,299
48,039,663800,33,21,1562,97,199,3499,62,115,302
48,039,663900,0,15,407,71,108,1225,52,44,115
48,039,664000,0,47,1247,85,178,2101,84,130,225
48,039,664100,55,37,1324,151,256,3384,119,83,304
48,039,664200,11,2,399,149,91,910,63,95,199
48,039,664300,101,22,2011,183,220,2895,134,64,247
48,039,664400,50,0,1421,171,198,3704,130,200,197
48,039,664501,32,0,1015,266,285,2863,165,149,508
48,039,990000,0,0,0,0,0,0,0,0,0
48,041,000101,195,0,1781,374,135,4204,155,255,416
48,041,000102,15,18,1637,229,92,3438,177,124,446
48,041,000103,0,0,466,81,113,836,20,52,139
48,041,000201,0,33,1126,382,139,4467,13,114,185
48,041,000202,71,31,2007,283,135,3360,69,178,288
48,041,000300,117,135,2638,268,211,3722,53,101,400
48,041,000400,58,32,1015,228,185,2378,71,90,300
48,041,000500,78,78,1691,399,224,2708,89,132,129
48,041,000603,19,27,1222,271,180,2587,68,98,206
48,041,000604,95,0,2048,185,101,3058,91,39,130
48,041,000700,10,9,781,80,127,1481,55,100,208
48,041,000800,32,30,839,48,150,2756,142,149,548
48,041,000900,49,28,618,63,77,1455,10,68,89
48,041,001000,16,0,1331,176,211,6436,63,58,160
48,041,001100,63,16,843,99,98,2779,171,58,354
48,041,001301,13,0,266,34,109,2332,12,0,73
48,041,001302,0,0,577,151,73,3212,58,17,249
48,041,001303,40,0,492,74,0,4806,36,58,59
48,041,001400,0,0,126,130,14,2769,0,7,0
48,041,001601,0,0,626,152,26,3774,48,46,163
48,041,001604,22,0,567,44,72,4232,46,143,221
48,041,001605,35,0,525,146,0,2698,36,27,36
48,041,001606,22,0,239,128,26,2460,29,42,83
48,041,001701,0,0,738,35,42,4219,0,0,22
48,041,001702,109,0,987,113,136,1842,12,8,88
48,041,001801,17,0,973,231,139,2616,22,74,235
48,041,001803,17,0,1247,140,11,4722,84,40,285
48,041,001804,27,0,226,26,5,776,6,0,21
48,041,001900,0,0,956,225,164,2770,314,304,847
48,041,002001,0,0,1044,140,61,2694,61,138,526
48,041,002002,0,0,1277,242,128,4049,89,317,555
48,041,002006,0,0,361,20,5,985,48,55,105
48,041,002007,57,0,1687,73,63,4861,42,0,169
48,041,002008,50,0,2307,157,87,3773,14,53,280
48,041,002009,3,12,1284,84,20,2239,80,18,613
48,041,002010,0,7,793,40,111,1513,26,32,265
48,041,002011,13,0,725,120,9,1955,94,32,196
48,041,002012,0,0,120,200,149,6270,11,0,55
48,041,002013,24,0,1099,72,116,3931,35,85,213
48,041,002014,51,0,189,16,13,1149,18,29,163
48,041,002015,0,0,39,184,23,9098,0,0,0
48,041,980000,0,0,0,0,0,4,0,0,0
48,043,950300,23,0,937,175,113,2407,109,167,307
48,043,950400,27,13,451,109,84,1017,24,109,137
48,043,950500,28,4,396,206,181,1412,181,239,324
48,045,950200,6,0,368,44,30,821,63,53,216
48,047,950100,24,0,389,170,102,752,69,135,119
48,047,950200,44,10,1198,318,404,2337,187,258,427
48,049,950100,0,13,395,40,59,942,62,146,364
48,049,950200,0,0,605,59,177,2153,159,83,715
48,049,950300,14,4,875,103,57,1599,89,139,606
48,049,950500,6,0,686,72,81,1378,88,142,337
48,049,950600,10,0,610,33,151,1332,83,177,189
48,049,950700,0,6,306,92,45,1010,13,60,34
48,049,950800,0,9,643,43,122,1550,55,82,142
48,049,950900,19,22,1090,158,107,2407,49,165,274
48,049,951000,37,9,755,44,23,1323,27,36,143
48,049,951100,20,38,1049,115,96,1964,104,242,352
48,049,951200,10,15,1009,125,196,2224,123,167,421
48,049,951300,5,0,526,64,40,1454,99,122,426
48,051,970100,0,7,218,52,44,676,31,73,104
48,051,970200,80,26,757,36,219,2311,136,244,371
48,051,970300,41,12,905,149,142,2036,150,180,440
48,051,970400,71,8,784,187,71,1507,97,86,391
48,051,970500,44,5,1041,285,258,1876,155,222,498
48,053,960100,41,12,1193,303,241,3553,185,185,547
48,053,960200,64,0,490,208,128,1548,117,226,291
48,053,960300,171,18,1495,340,244,3023,192,420,433
48,053,960400,77,12,1027,98,189,2443,304,221,889
48,053,960500,53,0,1604,346,423,2459,266,86,770
48,053,960600,0,0,811,225,50,1701,192,187,852
48,053,960700,0,0,1251,285,508,3411,287,275,618
48,053,960800,89,2,1308,419,67,2943,156,330,602
48,055,960101,22,5,1525,190,145,3013,37,118,347
48,055,960102,47,0,780,158,166,1893,76,184,302
48,055,960200,79,4,681,123,104,1910,100,127,293
48,055,960300,64,20,1209,133,133,2459,100,87,307
48,055,960400,75,0,1027,76,78,1990,86,161,180
48,055,960500,113,14,2076,549,347,4543,101,225,294
48,055,960600,38,0,435,99,75,1065,57,149,250
48,055,960700,77,168,1129,286,127,2962,252,204,563
48,057,000100,47,51,1518,251,104,2970,173,164,530
48,057,000200,116,10,1034,184,224,2065,103,150,255
48,057,000300,0,0,292,96,22,774,99,61,94
48,057,000400,95,46,1391,434,318,2991,231,306,446
48,057,000500,51,0,890,104,188,1777,149,264,288
48,057,990000,0,0,0,0,0,0,0,0,0
48,059,030101,42,12,1094,237,180,2160,182,272,436
48,059,030102,0,5,934,326,184,2176,122,57,406
48,059,030200,52,10,957,195,189,2126,212,253,594
48,061,010100,32,14,1820,324,288,3582,323,365,1275
48,061,010201,35,38,739,114,82,1061,37,87,102
48,061,010203,42,0,2222,183,213,3961,196,261,745
48,061,010301,90,8,1647,319,146,2858,34,187,432
48,061,010302,74,139,2823,388,231,4244,154,118,830
48,061,010401,96,26,1682,201,82,3063,112,86,251
48,061,010402,69,44,1629,80,113,3274,155,146,774
48,061,010500,11,29,645,77,148,1200,25,107,97
48,061,010601,121,0,2480,92,375,4156,205,317,438
48,061,010602,0,0,414,38,7,899,65,69,189
48,061,010700,24,7,876,130,83,1468,52,121,272
48,061,010800,90,53,2087,163,199,3581,83,284,388
48,061,010900,0,0,377,51,91,797,18,101,57
48,061,011000,0,11,719,110,140,1446,127,188,265
48,061,011100,30,11,828,77,133,1126,37,80,256
48,061,011200,0,18,616,87,44,927,56,29,199
48,061,011301,34,0,496,36,98,682,73,133,87
48,061,011302,11,35,985,68,117,2244,125,99,278
48,061,011400,118,32,2231,241,354,3531,148,239,381
48,061,011500,140,110,1833,144,261,2822,48,300,265
48,061,011600,146,24,1999,282,400,2607,129,320,436
48,061,011700,0,0,2001,110,503,2952,75,283,281
48,061,011801,40,42,1633,119,182,2971,80,195,303
48,061,011802,16,29,1646,168,157,2002,14,237,149
48,061,011901,71,46,1784,181,151,2781,153,378,471
48,061,011902,119,31,1076,300,236,1980,191,254,358
48,061,011903,22,17,906,114,89,1314,99,82,115
48,061,012001,0,0,1777,113,43,3290,156,207,724
48,061,012002,5,8,1755,205,251,3096,155,167,456
48,061,012101,34,6,1014,98,82,2112,234,143,750
48,061,012102,79,48,2377,211,205,2901,110,117,324
48,061,012200,264,14,3475,720,321,6187,228,316,509
48,061,012301,92,10,979,85,159,1934,232,130,486
48,061,012304,28,45,909,179,126,2299,131,163,421
48,061,012305,35,0,233,121,214,1547,174,98,862
48,061,012401,239,43,2468,207,295,3457,143,86,422
48,061,012402,0,0,1498,95,115,2925,57,231,291
48,061,012504,48,80,6218,474,240,9163,78,167,412
48,061,012505,104,61,3817,259,258,4531,107,308,288
48,061,012506,8,14,910,99,102,1790,153,195,618
48,061,012507,23,0,2157,211,128,3403,65,173,227
48,061,012508,39,0,1284,94,33,1614,70,66,362
48,061,012607,43,5,1078,111,22,1333,11,88,83
48,061,012608,50,20,1301,119,78,2121,37,99,335
48,061,012609,135,122,2890,309,272,4431,10,202,158
48,061,012612,28,0,1723,193,130,3620,68,111,205
48,061,012613,10,0,1006,128,115,2866,102,122,380
48,061,012700,82,7,2007,139,110,2715,151,79,254
48,061,012800,45,9,1473,231,260,2252,61,397,311
48,061,012900,10,0,1144,234,128,2213,63,194,284
48,061,013002,60,0,1425,121,54,2173,66,124,260
48,061,013003,21,4,622,54,90,835,35,67,68
48,061,013004,17,6,836,80,32,1612,143,131,297
48,061,013102,52,35,1472,33,89,2077,60,76,397
48,061,013104,64,0,1021,246,213,1785,216,206,179
48,061,013106,63,26,1601,184,160,1991,107,140,248
48,061,013203,18,0,834,23,72,992,43,80,159
48,061,013204,0,12,806,53,153,1112,22,112,146
48,061,013205,11,13,1372,219,84,1830,101,103,185
48,061,013206,93,11,1129,85,67,1820,47,45,115
48,061,013207,47,57,1465,79,112,2335,61,120,337
48,061,013303,156,8,1302,78,77,2004,85,106,137
48,061,013305,123,27,1274,250,299,2161,57,102,206
48,061,013306,25,0,805,109,124,1226,50,137,145
48,061,013307,10,0,645,54,26,906,62,51,85
48,061,013308,29,8,1128,79,80,1655,50,63,83
48,061,013309,41,4,1001,107,151,1535,130,70,53
48,061,013401,28,12,610,78,146,1026,33,117,131
48,061,013402,0,0,521,88,74,897,6,170,73
48,061,013500,0,0,594,42,109,1100,66,160,171
48,061,013600,23,0,847,208,180,1365,109,92,117
48,061,013700,76,47,1245,65,243,1971,58,267,208
48,061,013801,24,50,876,12,149,1179,77,192,103
48,061,013802,47,17,1050,106,271,2241,147,205,202
48,061,013901,64,19,893,54,89,1405,53,147,159
48,061,013902,0,6,1205,152,107,1778,79,189,155
48,061,013903,139,12,848,137,200,2015,125,130,384
48,061,014001,9,0,497,84,57,874,100,186,117
48,061,014002,59,4,967,92,122,957,59,122,92
48,061,014100,203,7,4586,311,448,5748,255,247,288
48,061,014200,96,0,1954,67,50,2637,93,207,154
48,061,014300,16,10,1478,206,147,2362,87,189,254
48,061,014400,48,103,5557,211,592,9018,153,282,575
48,061,014500,126,55,3034,107,115,4949,17,189,380
48,061,980001,0,0,0,0,0,0,0,0,0
48,061,980100,0,0,0,0,0,0,0,0,0
48,061,990000,0,0,0,0,0,0,0,0,0
48,063,950101,32,0,748,221,82,1619,100,155,120
48,063,950102,81,11,1000,272,76,1952,235,266,570
48,063,950200,79,9,1336,135,189,2458,47,228,325
48,065,950100,11,2,549,51,34,1256,104,93,248
48,065,950200,17,31,933,91,62,2046,104,78,339
48,067,950100,31,8,1217,239,446,3155,294,209,842
48,067,950200,0,2,440,124,177,1305,101,180,417
48,067,950300,13,1,561,122,79,991,63,101,174
48,067,950400,15,60,1326,274,261,2405,102,195,425
48,067,950500,10,0,447,144,67,1338,68,169,393
48,067,950600,53,15,1244,230,337,2298,197,328,731
48,067,950700,36,55,1342,241,210,2669,179,143,555
48,069,950100,2,0,288,28,23,683,27,60,128
48,069,950200,0,0,1483,104,45,2202,64,142,296
48,069,950300,32,0,689,68,62,1178,62,80,183
48,071,710100,180,19,2235,390,428,3908,103,205,406
48,071,710200,213,52,4881,811,202,9555,151,195,758
48,071,710300,18,7,316,245,76,1099,99,96,211
48,071,710401,39,0,1548,241,217,3202,183,268,320
48,071,710500,43,0,708,140,88,1859,163,176,271
48,071,710600,0,0,0,0,0,0,0,0,0
48,071,990000,0,0,0,0,0,0,0,0,0
48,073,950100,49,13,1128,133,149,2440,59,93,549
48,073,950200,8,47,1315,220,42,3247,189,166,697
48,073,950300,22,4,1726,262,193,3610,241,361,654
48,073,950400,19,3,395,101,58,843,15,56,92
48,073,950500,45,12,1377,110,305,1906,69,49,145
48,073,950600,48,0,1421,202,149,2821,109,201,604
48,073,950700,39,8,1179,167,87,2101,74,52,259
48,073,950801,6,5,1131,211,111,1878,183,118,499
48,073,950802,4,13,927,185,106,2024,67,159,500
48,073,950900,24,36,687,125,151,1163,68,80,131
48,073,951000,40,0,798,150,198,1654,84,236,401
48,073,951100,8,3,561,81,71,921,41,64,92
48,075,950100,2,7,149,16,0,557,0,23,79
48,075,950200,38,39,1316,159,110,2476,170,143,438
48,077,030200,121,27,803,240,79,1406,92,111,356
48,077,030301,42,4,914,184,254,2305,181,164,460
48,077,030302,19,12,401,189,136,1333,118,134,362
48,079,950100,60,3,770,106,127,1468,76,137,226
48,081,950100,12,3,238,31,20,792,71,130,212
48,081,950200,0,14,289,53,77,759,59,85,271
48,083,950300,0,0,1081,129,68,2268,100,157,721
48,083,950600,11,0,208,59,62,718,32,29,259
48,083,950700,16,0,586,68,126,1340,58,148,334
48,085,030100,61,48,1592,142,184,3431,142,172,582
48,085,030201,16,0,616,49,55,1701,5,16,211
48,085,030202,0,0,416,34,30,1241,21,64,259
48,085,030203,73,26,4646,362,121,9021,152,294,450
48,085,030301,27,0,1106,58,65,2262,28,32,221
48,085,030302,21,0,826,28,26,1316,0,37,101
48,085,030303,86,12,2230,119,169,3231,21,71,218
48,085,030304,0,0,1111,55,41,1473,25,41,126
48,085,030305,0,0,2436,328,73,5218,197,171,465
48,085,030403,43,25,1607,29,99,3377,10,99,314
48,085,030404,58,0,1517,182,19,3542,85,133,245
48,085,030405,9,0,1254,68,62,3197,42,18,261
48,085,030406,10,0,678,65,9,2046,8,6,146
48,085,030407,6,12,1129,57,51,2446,30,28,189
48,085,030408,67,0,1959,225,170,4058,147,147,246
48,085,030504,0,0,581,49,17,1654,33,53,217
48,085,030505,0,0,749,75,0,2498,0,18,127
48,085,030506,92,10,962,54,25,1591,30,14,115
48,085,030507,0,0,610,52,15,1048,47,43,79
48,085,030508,44,28,1542,156,184,3468,56,68,276
48,085,030509,28,0,704,20,0,1556,10,56,142
48,085,030510,0,15,935,48,12,1809,12,0,167
48,085,030511,0,0,1641,89,135,2998,48,63,173
48,085,030512,0,32,1807,0,30,2351,0,10,91
48,085,030513,25,18,1816,42,126,4147,54,0,191
48,085,030514,38,0,2227,145,58,3915,51,68,388
48,085,030515,0,0,2226,139,96,3796,78,74,259
48,085,030516,0,0,2206,42,26,3455,22,9,187
48,085,030517,27,0,2212,15,32,3550,28,0,148
48,085,030518,0,0,1087,29,0,1378,0,0,114
48,085,030519,0,0,664,52,27,1292,7,0,39
48,085,030520,46,17,1804,156,18,3216,26,23,117
48,085,030521,2,9,1336,54,32,2000,6,9,174
48,085,030522,11,5,2012,115,82,3372,35,12,113
48,085,030523,18,49,3108,306,45,5338,63,91,369
48,085,030524,42,0,746,28,22,1456,49,0,89
48,085,030525,134,0,2152,105,108,3438,16,57,416
48,085,030526,35,0,2887,121,94,5298,11,26,445
48,085,030527,17,0,1272,31,28,2702,12,33,369
48,085,030528,15,0,2462,123,112,4653,64,61,399
48,085,030529,0,7,978,98,0,1772,61,23,189
48,085,030530,0,0,1681,72,12,3334,255,157,614
48,085,030531,22,0,1735,131,7,3173,75,68,419
48,085,030601,35,15,2975,176,114,5612,90,100,1007
48,085,030603,0,0,2003,154,100,4238,116,120,471
48,085,030604,22,33,646,17,20,1081,8,0,96
48,085,030605,20,0,2221,129,108,4072,34,45,216
48,085,030701,24,3,846,160,137,1963,23,55,169
48,085,030702,18,10,1393,145,66,2561,81,124,364
48,085,030801,0,0,991,110,113,2489,38,48,127
48,085,030802,0,110,1758,93,79,3189,69,120,270
48,085,030900,88,0,2723,185,144,4986,202,529,465
48,085,031001,2,0,2278,222,129,4221,34,164,468
48,085,031003,0,0,1270,32,80,2410,61,53,360
48,085,031004,35,31,1519,139,260,3125,112,174,434
48,085,031100,39,0,2362,537,288,5428,168,237,739
48,085,031201,17,0,1458,224,182,2992,52,40,403
48,085,031202,0,0,1333,127,33,2542,36,47,170
48,085,031308,98,0,1803,89,93,3716,55,132,250
48,085,031309,21,15,2691,239,121,5583,127,123,288
48,085,031310,99,0,2845,353,180,5497,77,94,605
48,085,031311,33,25,2725,291,200,6067,115,146,472
48,085,031312,31,0,1660,224,103,3721,68,135,825
48,085,031313,78,23,4456,102,111,7414,102,198,481
48,085,031314,6,0,794,26,30,1414,46,27,190
48,085,031315,239,129,5962,486,446,9959,56,109,1001
48,085,031316,8,34,2070,74,40,3764,14,136,300
48,085,031317,34,0,2621,221,101,4846,61,151,601
48,085,031405,188,0,6546,245,124,11233,159,68,1012
48,085,031406,54,16,5994,303,240,9768,171,166,662
48,085,031407,0,17,1752,47,5,3991,147,338,1290
48,085,031408,0,0,992,9,21,2048,37,63,131
48,085,031409,27,24,3318,229,62,6385,144,131,441
48,085,031410,0,0,2318,251,115,5926,124,129,328
48,085,031411,26,26,1777,80,72,2935,38,36,342
48,085,031504,13,58,1599,178,70,4222,168,130,355
48,085,031505,15,50,2603,110,87,5215,105,80,300
48,085,031506,56,51,2150,223,93,4901,109,149,418
48,085,031507,21,0,1334,64,45,2931,57,42,196
48,085,031508,24,0,1541,241,74,3775,109,92,355
48,085,031611,4,5,785,66,83,2328,40,85,197
48,085,031612,34,0,1311,127,113,3734,90,72,708
48,085,031613,30,0,835,156,43,3084,85,169,718
48,085,031621,66,0,899,125,65,3820,72,124,584
48,085,031622,25,20,1190,101,123,3381,34,95,603
48,085,031623,0,0,586,35,81,1593,77,34,163
48,085,031624,61,15,1124,101,26,2104,78,80,273
48,085,031625,61,27,752,89,31,2719,139,91,565
48,085,031626,0,3,527,70,18,1379,43,33,397
48,085,031627,29,16,1096,111,114,2953,83,70,682
48,085,031628,0,0,857,45,90,1843,60,159,278
48,085,031629,9,0,1075,128,32,2096,83,73,261
48,085,031630,40,0,1067,56,74,2602,54,53,349
48,085,031631,16,26,1219,86,64,3262,73,40,209
48,085,031632,23,34,1217,91,67,3434,194,76,606
48,085,031633,11,0,810,94,59,2566,22,43,273
48,085,031634,13,21,779,101,128,1917,45,60,213
48,085,031635,0,8,1013,63,43,2742,46,18,249
48,085,031636,129,13,1117,178,30,4130,110,190,655
48,085,031637,0,0,1703,31,27,4340,22,61,474
48,085,031638,0,42,2396,60,11,4371,78,41,340
48,085,031639,26,0,1748,134,0,4178,48,24,245
48,085,031640,10,0,2309,65,93,4898,55,113,462
48,085,031641,20,7,2184,42,35,3907,64,30,355
48,085,031642,28,30,1058,108,63,2892,39,52,352
48,085,031643,31,12,1166,98,82,2733,31,20,291
48,085,031645,7,0,673,21,29,1180,31,9,112
48,085,031646,0,21,1652,63,68,3455,33,41,305
48,085,031647,0,0,816,36,0,2003,31,27,181
48,085,031648,0,11,2178,155,12,4730,51,115,458
48,085,031649,5,13,877,29,48,2821,99,174,432
48,085,031652,0,0,1861,144,80,4669,64,94,435
48,085,031653,25,0,1722,158,34,4379,26,15,668
48,085,031654,0,24,1006,114,19,2357,36,170,255
48,085,031655,0,0,1163,111,83,3111,25,124,256
48,085,031656,0,9,716,45,18,1601,11,17,49
48,085,031657,0,0,215,29,3,1691,0,0,19
48,085,031658,0,0,595,33,89,3594,15,37,116
48,085,031659,0,0,368,19,8,1636,48,11,89
48,085,031660,9,43,846,10,9,3144,0,0,79
48,085,031661,6,15,1009,9,6,1694,11,4,84
48,085,031662,8,0,1628,44,13,3199,0,32,257
48,085,031663,36,0,870,41,29,2149,26,116,234
48,085,031664,0,9,1092,153,9,2515,23,59,268
48,085,031704,0,0,590,80,41,2686,39,44,161
48,085,031706,0,0,427,25,6,1301,50,38,374
48,085,031708,39,4,517,131,119,2334,36,72,453
48,085,031709,0,0,765,96,14,3188,130,118,267
48,085,031711,0,0,461,36,10,2115,10,65,265
48,085,031712,65,0,785,182,7,3950,41,22,191
48,085,031713,0,0,736,18,51,3171,0,0,187
48,085,031714,0,29,1000,312,25,3901,84,49,296
48,085,031715,57,0,411,75,32,1613,58,16,226
48,085,031716,0,0,236,76,19,1476,31,21,173
48,085,031717,0,21,468,63,49,1923,0,40,76
48,085,031718,14,6,507,50,15,1620,38,119,210
48,085,031719,0,0,274,19,0,1301,16,35,108
48,085,031720,0,0,1043,98,37,3355,0,77,52
48,085,031802,15,23,1254,36,91,3619,120,69,585
48,085,031804,0,21,321,135,8,2545,196,147,617
48,085,031805,39,0,1174,125,13,2969,86,52,862
48,085,031806,0,0,454,19,16,1428,0,25,34
48,085,031807,0,0,976,107,86,2352,181,319,976
48,085,031900,5,0,1118,79,106,2835,52,88,119
48,085,032003,44,0,1319,103,52,3406,101,134,336
48,085,032004,34,37,2137,285,97,4788,95,132,567
48,085,032008,0,0,777,97,48,2606,42,19,487
48,085,032009,20,0,1759,109,35,4309,47,101,618
48,085,032010,9,30,1250,92,49,3218,23,9,212
48,085,032011,26,21,1662,48,19,4060,40,79,402
48,085,032012,16,0,1146,65,116,2716,20,28,193
