state,county,tract,Citizen,Naturalized Citizen,Not a U.S. Citizen,English,Speaks Spanish,Speaks Other Language
48,047,950100,1672,29,218,477,1442,0
48,047,950200,4635,50,77,1544,3195,23
48,049,950100,1916,38,40,1895,39,60
48,049,950200,3756,0,58,3657,157,0
48,049,950300,3246,5,40,3258,31,2
48,049,950500,2543,24,175,2571,171,0
48,049,950600,1946,70,265,2002,279,0
48,049,950700,1400,38,52,1200,274,16
48,049,950800,2155,56,228,1882,552,5
48,049,950900,3689,145,67,3688,194,19
48,049,951000,1973,30,88,1877,158,56
48,049,951100,3973,34,54,3927,106,28
48,049,951200,4100,29,102,3994,223,14
48,049,951300,3139,139,29,2855,450,2
48,051,970100,1136,11,27,1087,0,87
48,051,970200,3552,52,354,3254,691,13
48,051,970300,3769,72,143,3248,693,43
48,051,970400,2694,105,218,2571,419,27
48,051,970500,3928,23,80,3714,233,84
48,053,960100,5729,94,249,5332,658,82
48,053,960200,2899,20,35,2457,497,0
48,053,960300,5842,236,67,5473,497,175
48,053,960400,4466,24,365,4063,768,24
48,053,960500,4762,83,778,3892,1702,29
48,053,960600,3804,97,27,3681,207,40
48,053,960700,5971,148,318,5005,1354,78
48,053,960800,5315,83,102,5157,336,7
48,055,960101,4103,147,702,3020,1914,18
48,055,960102,3490,57,3,3039,499,12
48,055,960200,4544,94,217,3102,1644,109
48,055,960300,4107,38,158,3415,882,6
48,055,960400,3222,87,79,2095,1271,22
48,055,960500,7251,243,343,5101,2633,103
48,055,960600,1980,38,10,1845,161,22
48,055,960700,5158,52,322,3800,1729,3
48,057,000100,4647,380,420,3704,1208,535
48,057,000200,3634,118,163,2685,1226,4
48,057,000300,1261,85,12,1190,124,44
48,057,000400,5209,162,435,4248,1448,110
48,057,000500,3294,74,150,2921,569,28
48,057,990000,0,0,0,0,0,0
48,059,030101,4306,63,28,4262,107,28
48,059,030102,3920,29,44,3815,178,0
48,059,030200,4142,86,109,4008,293,36
48,061,010100,6263,295,986,3453,4014,77
48,061,010201,1798,110,177,914,1171,0
48,061,010203,6345,213,658,4076,3039,101
48,061,010301,4330,293,556,2118,3061,0
48,061,010302,7600,385,304,4812,3450,27
48,061,010401,4308,489,392,2112,3070,7
48,061,010402,4667,331,806,3151,2644,9
48,061,010500,1641,128,498,771,1496,0
48,061,010601,5782,431,908,3449,3599,73
48,061,010602,1529,65,25,891,721,7
48,061,010700,2375,95,293,1453,1310,0
48,061,010800,5726,161,427,3676,2629,9
48,061,010900,897,73,432,368,1034,0
48,061,011000,1816,352,536,850,1854,0
48,061,011100,1658,112,530,753,1546,1
48,061,011200,1297,78,388,591,1166,6
48,061,011301,1279,104,90,1012,457,4
48,061,011302,3430,287,179,2536,1211,149
48,061,011400,5518,452,777,1773,4891,83
48,061,011500,4039,314,868,1105,4072,44
48,061,011600,4646,539,562,1209,4538,0
48,061,011700,4598,324,710,1474,4158,0
48,061,011801,4226,480,707,2684,2621,108
48,061,011802,3150,191,503,1634,2047,163
48,061,011901,4390,298,818,1576,3840,90
48,061,011902,3436,335,481,1667,2543,42
48,061,011903,1736,241,546,293,2230,0
48,061,012001,5049,386,551,3897,2003,86
48,061,012002,4668,409,531,3059,2509,40
48,061,012101,3432,358,415,1682,2453,70
48,061,012102,4169,288,1341,461,5337,0
48,061,012200,8017,893,2307,2075,8896,246
48,061,012301,3468,166,919,2641,1737,175
48,061,012304,2869,192,877,1425,2491,22
48,061,012305,2806,160,256,2613,599,10
48,061,012401,4763,497,1351,1493,5118,0
48,061,012402,3551,300,1050,1071,3816,14
48,061,012504,10781,1355,3079,2459,12667,89
48,061,012505,5573,768,2506,1005,7746,96
48,061,012506,2487,539,619,1119,2347,179
48,061,012507,3649,547,1559,553,5202,0
48,061,012508,2105,220,867,706,2462,24
48,061,012607,1450,285,667,150,2252,0
48,061,012608,2942,304,614,947,2904,9
48,061,012609,4472,593,2590,330,7325,0
48,061,012612,4418,715,586,1409,4270,40
48,061,012613,2803,880,885,783,3537,248
48,061,012700,3179,371,1494,599,4445,0
48,061,012800,3030,811,878,378,4319,22
48,061,012900,2962,427,675,942,3056,66
48,061,013002,2740,376,677,719,2963,111
48,061,013003,1263,163,358,203,1561,20
48,061,013004,1950,384,519,605,2197,51
48,061,013102,2678,382,761,791,3002,28
48,061,013104,2784,301,578,913,2726,24
48,061,013106,2523,274,949,562,3184,0
48,061,013203,1368,196,470,417,1617,0
48,061,013204,1303,286,636,207,2018,0
48,061,013205,2196,423,983,490,3112,0
48,061,013206,1997,286,897,229,2942,9
48,061,013207,2805,307,1096,401,3807,0
48,061,013303,2605,284,785,466,3184,24
48,061,013305,2784,533,853,333,3837,0
48,061,013306,1492,321,554,243,2124,0
48,061,013307,1086,210,362,78,1558,22
48,061,013308,1757,360,760,56,2821,0
48,061,013309,1581,363,900,159,2685,0
48,061,013401,1131,184,681,131,1783,82
48,061,013402,901,153,554,91,1517,0
48,061,013500,1444,269,281,468,1525,1
48,061,013600,1855,291,748,351,2524,19
48,061,013700,2405,344,1047,432,3364,0
48,061,013801,1764,158,749,247,2419,5
48,061,013802,2769,304,894,274,3596,97
48,061,013901,1668,368,604,137,2503,0
48,061,013902,2341,158,856,216,3139,0
48,061,013903,2574,345,757,212,3464,0
48,061,014001,1049,238,520,291,1494,22
48,061,014002,1228,246,664,97,2041,0
48,061,014100,7704,978,2216,842,10056,0
48,061,014200,2699,174,1624,977,3520,0
48,061,014300,3096,230,959,718,3528,39
48,061,014400,10348,1466,3271,2158,12674,253
48,061,014500,5488,1079,1726,1649,6295,349
48,061,980001,0,0,0,0,0,0
48,061,980100,0,0,0,0,0,0
48,061,990000,0,0,0,0,0,0
48,063,950101,2592,78,204,2379,495,0
48,063,950102,3897,130,177,3806,381,17
48,063,950200,3479,376,668,2917,1573,33
48,065,950100,2185,12,5,2137,54,11
48,065,950200,3465,76,25,3268,245,53
48,067,950100,6200,5,15,6095,86,39
48,067,950200,2638,2,9,2635,12,2
48,067,950300,1897,4,18,1888,9,22
48,067,950400,4761,24,40,4658,166,1
48,067,950500,2477,0,100,2472,105,0
48,067,950600,5118,116,94,5082,243,3
48,067,950700,4999,38,49,4917,132,37
48,069,950100,1062,9,115,953,227,6
48,069,950200,2936,191,836,1858,2079,26
48,069,950300,1714,132,323,972,1193,4
48,071,710100,7060,92,279,6623,437,371
48,071,710200,14065,286,1099,12672,2583,195
48,071,710300,1922,55,64,1877,103,61
48,071,710401,4999,115,618,4182,1488,62
48,071,710500,2739,166,471,2404,817,155
48,071,710600,0,0,0,0,0,0
48,071,990000,0,0,0,0,0,0
48,073,950100,3532,128,595,2857,1390,8
48,073,950200,5647,61,74,5287,475,20
48,073,950300,6210,80,477,5546,1163,58
48,073,950400,1159,60,218,995,442,0
48,073,950500,2979,133,590,2307,1358,37
48,073,950600,4525,222,406,4085,1026,42
48,073,950700,2934,66,685,2449,1201,35
48,073,950801,3873,27,112,3825,150,37
48,073,950802,3985,57,87,3654,462,13
48,073,950900,3321,38,130,3075,381,33
48,073,951000,3319,51,56,3180,175,71
48,073,951100,1587,19,13,1562,51,6
48,075,950100,1834,42,88,1494,432,38
48,075,950200,4698,41,23,4368,343,51
48,077,030200,3107,0,6,3027,47,39
48,077,030301,4193,32,28,4118,122,13
48,077,030302,2513,3,113,2409,191,29
48,079,950100,2374,87,338,1512,1188,99
48,081,950100,1565,29,6,1453,141,6
48,081,950200,1473,48,32,1328,225,0
48,083,950300,4225,0,3,3887,340,1
48,083,950600,1269,5,79,1282,11,60
48,083,950700,2514,11,30,2390,150,15
48,085,030100,5814,78,82,5723,237,14
48,085,030201,2371,3,210,2196,369,19
48,085,030202,1913,76,46,1767,201,67
48,085,030203,12135,428,892,11702,1476,277
48,085,030301,2959,215,127,2680,379,242
48,085,030302,1923,168,63,1922,86,146
48,085,030303,5194,271,163,4815,502,311
48,085,030304,2455,48,84,2319,215,53
48,085,030305,8033,168,364,7451,1013,101
48,085,030403,4471,372,501,4099,973,272
48,085,030404,4508,386,529,4287,534,602
48,085,030405,3445,447,557,3160,583,706
48,085,030406,1820,224,741,1568,922,295
48,085,030407,3345,331,182,3048,403,407
48,085,030408,5397,192,1033,4660,1793,169
48,085,030504,2206,220,102,2142,141,245
48,085,030505,2384,190,714,2431,64,793
48,085,030506,2428,287,74,2352,41,396
48,085,030507,1472,211,100,1475,74,234
48,085,030508,4804,519,290,4803,461,349
48,085,030509,1820,267,272,1626,239,494
48,085,030510,2289,259,192,2186,217,337
48,085,030511,3890,369,398,3436,486,735
48,085,030512,3088,397,341,3078,178,570
48,085,030513,4811,663,472,4434,692,820
48,085,030514,5729,370,225,5481,367,476
48,085,030515,5653,406,186,5359,541,345
48,085,030516,4410,401,486,3833,824,640
48,085,030517,4544,125,614,4330,230,723
48,085,030518,1889,258,133,1771,61,448
48,085,030519,1670,142,72,1650,80,154
48,085,030520,4147,567,312,3846,510,670
48,085,030521,2223,725,212,2106,358,696
48,085,030522,3958,568,691,3518,678,1021
48,085,030523,6772,813,569,6127,639,1388
48,085,030524,2020,142,77,1862,287,90
48,085,030525,5611,328,170,5597,279,233
48,085,030526,7647,333,261,7501,305,435
48,085,030527,3669,206,258,3408,424,301
48,085,030528,6576,363,311,6245,425,580
48,085,030529,2469,247,156,2459,114,299
48,085,030530,5609,233,24,5582,238,46
48,085,030531,4919,245,135,4752,171,376
48,085,030601,8960,211,233,8883,297,224
48,085,030603,6138,190,551,5660,943,276
48,085,030604,2487,97,160,2400,286,58
48,085,030605,5008,487,738,4905,646,682
48,085,030701,2601,70,526,2108,1025,64
48,085,030702,3673,179,581,3138,1166,129
48,085,030801,3173,131,331,2761,795,79
48,085,030802,4101,219,728,3630,1327,91
48,085,030900,5741,185,2760,4094,4541,51
48,085,031001,6059,125,861,5317,1686,42
48,085,031003,3597,183,249,3080,866,83
48,085,031004,4601,157,657,4192,1163,60
48,085,031100,8670,89,681,7992,1366,82
48,085,031201,4748,106,153,4336,584,87
48,085,031202,3287,74,439,3011,433,356
48,085,031308,5137,446,275,4730,678,450
48,085,031309,7424,704,363,6889,819,783
48,085,031310,8302,429,349,7913,1019,148
48,085,031311,8259,677,447,7743,964,676
48,085,031312,5439,619,365,4918,487,1018
48,085,031313,9595,1768,573,8460,824,2652
48,085,031314,2309,124,48,2253,165,63
48,085,031315,13188,2245,1310,11926,1464,3353
48,085,031316,4035,1463,591,3689,298,2102
48,085,031317,6396,1071,464,5923,450,1558
48,085,031405,13869,2777,1519,13571,728,3866
48,085,031406,13399,1593,958,13009,720,2221
48,085,031407,6868,210,121,6784,162,253
48,085,031408,2506,377,269,2580,84,488
48,085,031409,7718,1118,899,6933,703,2099
48,085,031410,7279,712,557,6832,554,1162
48,085,031411,3756,679,452,3555,82,1250
48,085,031504,5989,277,162,5735,249,444
48,085,031505,6548,821,573,6267,141,1534
48,085,031506,6224,491,1005,5647,1791,282
48,085,031507,3759,270,492,3544,208,769
48,085,031508,4708,464,579,4289,636,826
48,085,031611,2759,335,365,2560,549,350
48,085,031612,4717,548,515,4596,322,862
48,085,031613,4402,298,216,4012,617,287
48,085,031621,4615,365,573,4360,317,876
48,085,031622,4479,599,291,3935,346,1088
48,085,031623,1889,176,345,1683,426,301
48,085,031624,2192,411,1024,1759,1400,468
48,085,031625,3810,282,178,3610,193,467
48,085,031626,2064,176,95,1937,67,331
48,085,031627,4102,473,265,3797,536,507
48,085,031628,2597,323,232,2230,414,508
48,085,031629,2433,505,526,2197,500,767
48,085,031630,3434,382,222,3267,153,618
48,085,031631,3759,433,424,3536,226,854
48,085,031632,4227,582,606,4069,186,1160
48,085,031633,2979,440,224,2614,350,679
48,085,031634,2333,395,334,1859,650,553
48,085,031635,2767,571,517,2494,386,975
48,085,031636,5037,823,345,4463,592,1150
48,085,031637,5016,1090,368,4671,174,1629
48,085,031638,4172,1573,1089,3833,207,2794
48,085,031639,4360,836,743,3876,532,1531
48,085,031640,5490,676,1090,5630,392,1234
48,085,031641,3600,1398,1394,3010,243,3139
48,085,031642,3204,624,591,3006,220,1193
48,085,031643,3269,368,555,2901,412,879
48,085,031645,1735,193,17,1727,7,211
48,085,031646,4052,846,490,3704,219,1465
48,085,031647,2332,298,248,2216,313,349
48,085,031648,5980,889,564,6066,333,1034
48,085,031649,3736,397,259,3710,53,629
48,085,031652,4555,974,1317,4633,259,1954
48,085,031653,4603,1303,805,4150,574,1987
48,085,031654,2900,681,282,2573,115,1175
48,085,031655,3767,435,390,3603,245,744
48,085,031656,1728,331,287,1617,242,487
48,085,031657,1482,159,262,1553,27,323
48,085,031658,3067,473,661,2999,523,679
48,085,031659,1064,148,844,999,171,886
48,085,031660,2088,229,1513,1972,221,1637
48,085,031661,1353,533,706,1072,110,1410
48,085,031662,3349,818,759,2926,184,1816
48,085,031663,2137,569,572,2024,115,1139
48,085,031664,2841,670,443,2855,268,831
48,085,031704,2726,250,426,2776,462,164
48,085,031706,1870,256,44,1838,153,179
48,085,031708,2997,266,344,2941,311,355
48,085,031709,2944,701,628,3366,258,649
48,085,031711,2406,178,248,2307,184,341
48,085,031712,3460,593,696,3493,405,851
48,085,031713,2958,380,568,2709,541,656
48,085,031714,4503,425,521,4241,630,578
48,085,031715,2005,296,127,1915,40,473
48,085,031716,1670,262,77,1636,213,160
48,085,031717,1399,547,542,1120,171,1197
48,085,031718,1624,436,361,1544,177,700
48,085,031719,1028,203,466,977,50,670
48,085,031720,1945,206,1963,1615,1488,1011
48,085,031802,4150,425,832,3882,924,601
48,085,031804,3420,152,300,3138,219,515
48,085,031805,4371,402,135,4231,160,517
48,085,031806,758,187,817,593,231,938
48,085,031807,4170,424,127,4103,125,493
48,085,031900,2534,191,1493,1876,2154,188
48,085,032003,3334,440,1391,2257,2710,198
48,085,032004,5736,466,1487,4724,2598,367
48,085,032008,3074,250,521,2590,869,386
48,085,032009,4906,1139,593,4368,350,1920
48,085,032010,2600,365,1407,2105,1864,403
48,085,032011,4320,1216,493,3741,239,2049
48,085,032012,2389,368,1228,1546,2164,275
48,085,032013,3526,869,1180,2579,1469,1527
48,087,950300,2364,36,413,2030,737,46
48,089,750100,4020,299,270,3087,1502,0
48,089,750200,1722,86,98,1444,408,54
48,089,750300,4339,184,97,4073,490,57
48,089,750400,4535,177,0,3772,702,238
48,089,750500,3402,70,298,2877,851,42
48,091,310100,2909,5,289,2450,732,21
48,091,310200,2246,86,302,1552,1011,71
48,091,310300,6534,63,100,5803,692,202
48,091,310401,4172,166,593,2506,2350,75
48,091,310403,4706,183,282,3988,1085,98
48,091,310404,3595,71,290,2895,1030,31
48,091,310501,3099,71,122,2589,645,58
48,091,310502,4436,118,242,3703,1093,0
48,091,310503,3239,66,206,2928,470,113
48,091,310603,2992,117,93,2741,371,90
48,091,310604,2225,101,45,2215,145,11
48,091,310605,4895,143,70,4443,469,196
48,091,310606,3914,100,166,3798,303,79
48,091,310607,4481,43,22,4089,356,101
48,091,310608,3184,43,10,2742,495,0
48,091,310701,5843,156,78,5759,294,24
48,091,310702,4959,126,40,4568,520,37
48,091,310703,4956,140,376,4485,681,306
48,091,310704,5504,107,77,5213,339,136
48,091,310801,4982,246,120,4706,379,263
48,091,310802,5401,241,537,4779,1215,185
48,091,310901,4161,109,135,4083,267,55
48,091,310902,5597,236,122,5248,406,301
48,091,310903,4001,185,28,3614,536,64
48,093,950100,3703,57,138,3270,560,68
48,093,950200,3011,14,58,2805,254,24
48,093,950300,3556,48,350,2663,1265,26
48,093,950400,1663,21,252,1328,605,3
48,095,950300,2493,51,1389,2556,1356,21
48,097,000100,4948,48,101,4879,191,27
48,097,000200,4523,67,29,4466,91,62
48,097,000400,1529,21,211,1377,340,44
48,097,000500,2416,109,686,1956,1237,18
48,097,000600,3947,193,543,3356,1246,81
48,097,000700,6598,26,102,6388,175,163
48,097,000900,4332,55,75,4180,227,55
48,097,001100,4747,109,607,4126,1252,85
48,099,010101,3102,21,85,2952,222,34
48,099,010102,2837,65,35,2786,106,45
48,099,010201,6823,11,263,5340,1564,193
48,099,010202,4905,112,405,4358,1012,52
48,099,010300,2457,39,225,2127,565,29
48,099,010400,3461,90,73,3227,344,53
48,099,010501,3726,142,129,3349,484,164
48,099,010502,2228,79,66,2235,55,83
48,099,010503,4205,257,31,3746,498,249
48,099,010504,2157,23,26,1924,238,44
48,099,010601,3627,237,189,3291,399,363
48,099,010603,4485,129,123,4255,237,245
48,099,010604,4488,143,80,3972,339,400
48,099,010701,3477,131,195,3334,227,242
48,099,010702,2749,99,21,2566,141,162
48,099,010802,4655,286,72,4428,319,266
48,099,010803,2604,188,89,2391,246,244
48,099,010804,3601,280,148,3150,381,498
48,099,980000,65,12,0,65,12,0
48,101,950100,1400,9,47,1216,238,2
48,103,950100,3468,329,426,2167,2056,0
48,105,950100,2964,197,323,1858,1535,91
48,107,950100,1938,15,51,1423,581,0
48,107,950200,2228,3,82,1568,745,0
48,107,950300,1137,33,91,836,420,5
48,109,950300,1848,160,170,693,1473,12
48,111,950100,1084,78,247,1000,241,168
48,111,950300,4239,282,385,3286,1558,62
48,113,000100,3341,163,186,3188,435,67
48,113,000201,2470,92,96,2158,393,107
48,113,000202,3010,102,92,2852,327,25
48,113,000300,3579,88,255,3455,404,63
48,113,000401,3342,468,1593,2343,2352,708
48,113,000404,2061,360,1065,1639,1446,401
48,113,000405,1178,94,790,976,800,286
48,113,000406,4117,615,2500,2057,4702,473
48,113,000500,3230,254,808,2688,1441,163
48,113,000601,3876,230,1802,2472,3274,162
48,113,000603,3281,206,425,3060,556,296
48,113,000605,1950,137,141,1652,314,262
48,113,000606,2762,127,77,2667,148,151
48,113,000701,3806,208,401,3597,352,466
48,113,000702,2528,120,38,2415,206,65
48,113,000800,4167,371,1849,2821,3388,178
48,113,000900,2746,249,1057,2216,1751,85
48,113,001001,1442,31,60,1303,211,19
48,113,001002,1763,127,153,1397,591,55
48,113,001101,2781,106,375,2553,689,20
48,113,001102,2239,30,86,2098,159,98
48,113,001202,2498,207,368,2101,813,159
48,113,001203,931,200,283,694,696,24
48,113,001204,1733,342,782,426,2415,16
48,113,001301,2018,85,64,1933,167,67
48,113,001302,1473,123,434,1176,808,46
48,113,001400,2410,254,824,1885,1403,200
48,113,001502,1960,151,732,1232,1507,104
48,113,001503,1639,217,1168,1144,1736,144
48,113,001504,1870,69,503,1482,754,206
48,113,001600,3387,297,317,3089,638,274
48,113,001701,280,52,30,300,31,31
48,113,001703,3056,123,92,2917,127,227
48,113,001704,1185,101,26,1152,95,65
48,113,001800,2948,379,305,2875,301,456
48,113,001900,4129,365,293,3922,344,521
48,113,002000,2843,371,1639,1762,3027,64
48,113,002100,1604,40,62,1489,97,120
48,113,002200,1804,121,118,1789,120,134
48,113,002400,1392,430,1150,662,2145,165
48,113,002500,3067,349,836,1684,2562,6
48,113,002701,2194,79,104,2040,309,28
48,113,002702,1458,10,61,1386,143,0
48,113,003101,2500,151,256,2271,274,362
48,113,003400,1213,21,96,1081,233,16
48,113,003700,2827,6,46,2749,130,0
48,113,003800,1730,0,21,1693,58,0
48,113,003901,1796,0,0,1783,13,0
48,113,003902,1674,27,87,1507,219,62
48,113,004000,854,13,41,835,73,0
48,113,004100,583,31,225,464,364,11
48,113,004201,2661,417,791,1693,2099,77
48,113,004202,1564,222,647,926,1495,12
48,113,004300,1260,82,465,426,1376,5
48,113,004400,2772,145,221,2577,497,64
48,113,004500,3356,519,1510,1574,3775,36
48,113,004600,1299,48,124,956,490,25
48,113,004700,1993,201,1442,759,2856,21
48,113,004800,1087,82,1111,283,1986,11
48,113,004900,3190,68,621,2471,1393,15
48,113,005000,2121,362,1549,907,3125,0
48,113,005100,1859,275,658,756,2025,11
48,113,005200,2829,335,1187,1313,3038,0
48,113,005300,4127,523,2078,1355,5373,0
48,113,005400,3603,237,973,2250,2554,9
48,113,005500,2864,31,541,2135,1286,15
48,113,005600,4519,550,2236,2277,5007,21
48,113,005700,3167,90,660,2647,1254,16
48,113,005901,4209,83,400,3521,1132,39
48,113,005902,3248,64,450,2900,850,12
48,113,006001,2385,51,1150,998,2584,4
48,113,006002,4210,145,752,3876,785,446
48,113,006100,3066,83,1029,2240,1801,137
48,113,006200,4102,324,824,2615,2578,57
48,113,006301,3519,460,1598,1289,4252,36
48,113,006302,2399,313,1238,803,3072,75
48,113,006401,1368,282,775,331,2070,24
48,113,006402,2974,315,2174,727,4736,0
48,113,006501,3513,757,1384,733,4902,19
48,113,006502,2255,318,1396,732,3237,0
48,113,006700,3531,727,2889,1296,5839,12
48,113,006800,3275,173,1497,1727,3185,33
48,113,006900,1969,115,1093,985,2164,28
48,113,007101,1776,84,113,1742,110,121
48,113,007102,4450,443,732,3535,1941,149
48,113,007201,2965,121,4698,1151,6576,57
48,113,007202,2503,275,4561,618,6625,96
48,113,007301,1727,55,0,1626,83,73
48,113,007302,3472,165,605,2899,1216,127
48,113,007601,1671,114,75,1697,56,107
48,113,007604,2901,181,77,2813,84,262
48,113,007605,1707,108,57,1754,58,60
48,113,007700,4070,535,11,4008,340,268
48,113,007801,1992,46,86,1929,112,83
48,113,007804,3855,302,705,3487,960,415
48,113,007805,2815,141,203,2644,371,144
48,113,007809,1858,66,162,1656,407,23
48,113,007810,2745,130,429,2579,546,179
48,113,007811,3737,280,1062,3395,1169,515
48,113,007812,2583,172,22,2552,79,146
48,113,007815,1703,336,2164,968,1965,1270
48,113,007818,2153,264,2636,1555,2575,923
48,113,007819,1239,73,555,980,757,130
48,113,007820,3100,291,1899,2154,2123,1013
48,113,007821,1311,128,1655,1183,1467,444
48,113,007822,1041,54,115,996,173,41
48,113,007823,690,29,246,497,413,55
48,113,007824,1543,45,11,1511,21,67
48,113,007825,4076,223,460,3655,796,308
48,113,007826,251,11,10,240,7,25
48,113,007827,1782,204,226,1707,413,92
48,113,007902,4266,97,234,4083,461,53
48,113,007903,1738,75,38,1524,176,151
48,113,007906,2294,103,22,2248,80,91
48,113,007909,1653,120,216,1500,221,268
