state,county,tract,Married Couple,Male Householder family no wife present,Female Householder family no husband present,Alone,Non-family
48,121,020800,504,86,120,695,666
48,121,020900,261,127,101,427,309
48,121,021000,241,6,93,507,424
48,121,021100,95,67,50,856,508
48,121,021201,461,138,660,941,391
48,121,021202,464,60,219,240,127
48,121,021301,133,83,100,506,653
48,121,021303,1185,20,267,676,37
48,121,021304,1091,296,188,512,110
48,121,021305,786,20,120,375,219
48,121,021403,2206,271,429,692,141
48,121,021404,1940,30,259,674,108
48,121,021405,1908,139,471,417,238
48,121,021406,1570,98,181,333,66
48,121,021407,1172,37,302,241,172
48,121,021408,1332,114,211,484,96
48,121,021409,1896,120,407,438,95
48,121,021502,744,112,192,546,108
48,121,021505,1155,161,194,330,284
48,121,021512,1155,59,132,87,63
48,121,021513,995,18,88,147,50
48,121,021514,1205,29,80,50,17
48,121,021515,2148,75,78,499,165
48,121,021516,1166,29,304,552,226
48,121,021517,627,11,98,352,84
48,121,021518,740,32,46,145,12
48,121,021519,2350,271,551,950,356
48,121,021520,653,33,175,267,101
48,121,021521,808,308,86,182,68
48,121,021522,300,19,101,164,18
48,121,021523,626,79,203,195,38
48,121,021524,455,0,57,85,0
48,121,021525,2261,32,196,164,15
48,121,021526,1604,39,60,218,85
48,121,021527,1383,32,103,104,10
48,121,021611,919,95,322,256,47
48,121,021612,819,85,190,328,27
48,121,021613,952,67,454,491,79
48,121,021614,655,80,205,234,95
48,121,021615,819,66,159,387,39
48,121,021616,495,51,415,561,149
48,121,021618,604,104,218,215,184
48,121,021619,322,77,157,487,86
48,121,021620,257,4,153,414,85
48,121,021621,1040,15,57,160,42
48,121,021622,1312,9,136,223,79
48,121,021623,1222,108,271,468,154
48,121,021624,1187,234,347,763,213
48,121,021625,1357,0,152,359,46
48,121,021626,551,61,32,73,28
48,121,021627,1074,48,378,1925,499
48,121,021628,1438,90,329,495,199
48,121,021629,1607,125,113,283,37
48,121,021630,1023,55,378,321,36
48,121,021631,1292,124,166,147,106
48,121,021632,867,49,104,357,80
48,121,021633,958,83,145,201,230
48,121,021634,515,82,584,1493,346
48,121,021635,590,39,271,849,243
48,121,021636,878,44,478,2533,332
48,121,021637,532,86,424,781,80
48,121,021638,612,149,188,679,98
48,121,021715,1069,16,156,308,81
48,121,021716,874,35,423,1047,49
48,121,021717,1337,76,182,484,58
48,121,021718,2164,118,95,297,28
48,121,021719,1136,27,83,149,8
48,121,021720,863,0,37,30,12
48,121,021721,868,21,204,232,0
48,121,021722,708,126,246,265,118
48,121,021723,386,5,30,105,35
48,121,021724,1113,29,40,171,4
48,121,021725,951,47,59,285,17
48,121,021726,793,39,106,93,21
48,121,021727,1215,48,76,145,6
48,121,021728,334,110,87,255,172
48,121,021729,803,14,96,89,41
48,121,021730,950,14,135,135,93
48,121,021731,974,43,88,143,21
48,121,021732,364,42,141,354,54
48,121,021733,512,78,274,148,112
48,121,021734,207,41,396,712,31
48,121,021735,642,37,142,780,303
48,121,021736,404,129,38,433,175
48,121,021737,852,78,150,702,113
48,121,021738,499,5,119,488,114
48,121,021739,228,143,487,576,243
48,121,021740,544,110,283,700,382
48,121,021741,341,5,155,105,47
48,121,021742,1212,70,179,472,42
48,121,021743,568,120,134,461,67
48,121,021744,486,164,195,306,23
48,121,021745,772,146,282,219,126
48,121,021746,890,22,87,72,15
48,121,021747,838,49,233,210,56
48,121,021748,1042,31,104,224,23
48,121,021749,829,16,69,62,6
48,121,021750,1046,7,24,37,17
48,121,021751,1303,0,39,57,10
48,121,021752,1228,12,150,156,15
48,121,021753,1391,48,138,102,55
48,121,021800,1025,15,160,331,164
48,121,021900,1212,37,52,153,9
48,123,970100,622,52,151,607,40
48,123,970200,569,119,337,388,20
48,123,970300,839,68,134,309,8
48,123,970400,773,72,224,392,11
48,123,970500,612,41,93,397,43
48,125,950300,501,21,83,306,17
48,127,950200,1186,292,465,854,43
48,127,950400,367,26,145,238,19
48,129,950200,317,28,108,181,16
48,129,950300,358,11,56,181,21
48,131,950100,685,35,306,657,73
48,131,950200,438,141,136,131,22
48,131,950500,651,107,206,324,8
48,133,950100,482,28,227,402,21
48,133,950200,1217,105,138,836,168
48,133,950300,814,84,170,575,117
48,133,950400,341,18,106,205,32
48,133,950500,481,2,95,304,2
48,135,000100,606,43,154,291,78
48,135,000300,260,70,137,242,62
48,135,000400,829,13,152,435,73
48,135,000500,779,64,365,357,76
48,135,000600,826,154,537,386,43
48,135,000700,598,136,464,688,136
48,135,000800,600,75,266,186,84
48,135,001000,829,103,223,489,117
48,135,001100,1056,178,504,406,149
48,135,001300,831,238,280,322,127
48,135,001500,593,129,399,468,57
48,135,001600,820,143,407,425,131
48,135,001700,1377,254,267,536,107
48,135,001800,275,119,425,246,8
48,135,001900,703,123,531,295,139
48,135,002000,437,94,366,318,45
48,135,002200,804,62,111,103,27
48,135,002300,681,50,98,706,118
48,135,002400,986,60,219,373,153
48,135,002501,863,83,111,378,86
48,135,002502,1324,166,148,482,17
48,135,002503,1069,107,178,851,290
48,135,002700,1779,110,529,615,119
48,135,002801,708,136,116,119,49
48,135,002802,1457,278,440,743,144
48,135,002900,862,40,122,366,100
48,135,003000,1808,102,430,675,92
48,135,003100,526,131,154,354,52
48,137,950300,396,53,73,258,19
48,139,060101,1504,107,228,481,65
48,139,060102,1460,70,262,231,145
48,139,060204,2048,96,329,316,192
48,139,060206,808,191,334,663,84
48,139,060207,1303,95,175,257,71
48,139,060208,958,57,70,290,72
48,139,060209,1002,42,100,113,28
48,139,060210,391,8,71,63,0
48,139,060211,834,39,20,96,29
48,139,060212,1003,67,183,372,98
48,139,060213,1797,97,185,154,24
48,139,060214,1785,59,247,270,143
48,139,060300,772,44,294,259,46
48,139,060400,504,128,424,300,78
48,139,060500,555,43,309,155,13
48,139,060600,1508,51,436,963,164
48,139,060701,431,15,68,73,0
48,139,060702,744,112,287,243,44
48,139,060703,366,99,111,179,16
48,139,060801,1785,44,89,174,64
48,139,060802,1664,58,173,222,0
48,139,060803,149,92,194,67,21
48,139,060900,1376,73,126,497,11
48,139,061000,848,86,173,446,78
48,139,061100,1073,56,134,253,16
48,139,061200,402,19,88,103,31
48,139,061300,453,61,67,189,4
48,139,061400,1666,237,328,449,133
48,139,061500,642,109,274,527,62
48,139,061600,730,122,480,562,167
48,139,061700,1148,82,178,301,42
48,141,000101,1268,126,541,370,47
48,141,000106,1215,45,357,441,36
48,141,000107,1024,64,295,348,62
48,141,000108,456,64,176,170,23
48,141,000109,535,86,281,187,33
48,141,000110,627,28,326,363,71
48,141,000111,487,50,240,319,12
48,141,000112,726,77,381,256,19
48,141,000204,883,68,337,316,110
48,141,000205,411,46,369,521,80
48,141,000206,744,45,382,398,52
48,141,000207,703,83,427,332,24
48,141,000208,505,78,152,312,64
48,141,000301,974,138,410,509,177
48,141,000302,680,111,485,344,42
48,141,000401,1169,79,369,742,71
48,141,000403,531,28,250,206,38
48,141,000404,432,82,440,291,15
48,141,000600,664,198,164,456,27
48,141,000800,567,226,532,637,137
48,141,000900,1443,100,455,1047,128
48,141,001001,408,91,210,370,52
48,141,001002,473,109,386,367,35
48,141,001104,1211,147,519,1190,135
48,141,001107,1453,101,366,536,92
48,141,001109,992,55,191,463,52
48,141,001110,978,114,170,611,98
48,141,001111,692,48,372,930,179
48,141,001112,928,35,242,516,50
48,141,001113,1378,262,325,891,112
48,141,001114,569,74,448,744,109
48,141,001115,322,105,380,375,65
48,141,001201,581,100,593,353,24
48,141,001202,878,12,348,474,75
48,141,001203,114,6,73,28,6
48,141,001301,750,46,149,276,71
48,141,001302,1714,56,233,384,27
48,141,001400,138,13,196,422,144
48,141,001501,1075,62,265,817,16
48,141,001502,401,32,105,390,89
48,141,001600,457,61,376,969,114
48,141,001700,55,0,23,127,25
48,141,001800,118,15,100,218,9
48,141,001900,221,31,220,378,29
48,141,002000,254,75,241,240,14
48,141,002100,150,14,216,612,33
48,141,002201,311,75,265,398,72
48,141,002202,407,111,294,781,87
48,141,002300,656,86,300,516,117
48,141,002400,399,89,254,420,56
48,141,002500,800,221,316,800,133
48,141,002600,455,99,281,203,19
48,141,002800,503,153,626,416,35
48,141,002900,112,46,106,183,0
48,141,003000,354,179,393,285,19
48,141,003100,372,62,482,289,21
48,141,003200,302,49,181,282,29
48,141,003300,577,155,311,936,63
48,141,003402,973,197,531,478,55
48,141,003403,794,109,291,672,185
48,141,003404,1108,103,468,856,85
48,141,003501,429,25,156,206,29
48,141,003502,641,51,463,270,48
48,141,003601,480,75,398,349,5
48,141,003602,340,42,232,294,7
48,141,003701,580,132,422,322,0
48,141,003702,685,98,439,244,28
48,141,003801,832,80,525,421,9
48,141,003803,479,67,187,179,23
48,141,003804,566,37,283,310,24
48,141,003901,553,15,292,415,10
48,141,003902,353,88,148,225,8
48,141,003903,847,134,650,368,23
48,141,004002,1167,112,750,207,42
48,141,004003,1119,102,705,381,99
48,141,004004,1041,54,289,145,45
48,141,004103,1042,53,545,553,99
48,141,004104,886,219,382,542,78
48,141,004105,533,39,326,397,8
48,141,004106,699,86,466,304,42
48,141,004107,236,40,144,33,5
48,141,004201,756,61,602,432,16
48,141,004202,882,81,484,353,92
48,141,004303,1173,75,275,330,83
48,141,004307,1196,30,264,498,42
48,141,004309,1074,147,383,342,40
48,141,004310,823,101,430,454,78
48,141,004311,728,106,237,545,52
48,141,004312,777,93,523,544,26
48,141,004313,588,67,189,420,53
48,141,004314,822,125,345,324,102
48,141,004316,1074,106,328,503,50
48,141,004317,872,44,225,792,56
48,141,004318,858,20,201,300,0
48,141,004319,1139,110,333,142,19
48,141,004320,463,106,244,126,19
48,141,010101,420,22,38,15,6
48,141,010102,478,8,63,14,0
48,141,010103,290,5,92,7,0
48,141,010203,448,53,298,126,17
48,141,010207,1219,105,371,202,40
48,141,010210,1204,89,447,351,134
48,141,010211,662,35,146,131,10
48,141,010212,1067,138,366,461,41
48,141,010213,1525,59,247,142,65
48,141,010214,1430,28,85,523,35
48,141,010215,1465,25,304,198,51
48,141,010216,1286,80,450,591,43
48,141,010217,1164,42,154,188,146
48,141,010218,678,7,122,227,15
48,141,010219,1755,64,353,272,62
48,141,010220,689,20,274,105,20
48,141,010221,768,186,565,245,45
48,141,010222,416,46,45,104,0
48,141,010303,548,126,246,262,47
48,141,010307,714,189,531,664,153
48,141,010311,1196,111,391,441,124
48,141,010312,617,97,311,302,38
48,141,010316,613,46,447,239,42
48,141,010317,731,78,299,285,75
48,141,010319,135,0,9,30,0
48,141,010322,681,184,451,217,31
48,141,010323,969,9,152,87,42
48,141,010324,1517,197,439,161,45
48,141,010325,1197,80,599,336,47
48,141,010326,788,45,241,521,123
48,141,010327,472,61,425,287,16
48,141,010328,588,41,300,201,29
48,141,010329,899,94,181,85,37
48,141,010330,1905,219,387,270,213
48,141,010331,2093,317,502,417,169
48,141,010332,1156,123,425,257,107
48,141,010333,692,68,231,82,41
48,141,010334,451,61,271,97,0
48,141,010335,556,62,242,14,0
48,141,010336,1286,56,328,266,77
48,141,010337,1228,115,490,305,0
48,141,010338,1476,42,210,159,121
48,141,010339,1065,94,232,273,91
48,141,010340,203,63,144,71,2
48,141,010341,4545,454,976,722,240
48,141,010342,2634,216,587,322,108
48,141,010343,1288,59,300,213,83
48,141,010344,445,52,203,59,6
48,141,010345,1326,195,241,141,134
48,141,010346,626,103,405,203,43
48,141,010347,752,100,241,124,17
48,141,010401,963,180,328,215,22
48,141,010404,684,132,294,171,33
48,141,010405,784,117,657,160,13
48,141,010406,453,13,388,110,11
48,141,010407,917,135,445,229,23
48,141,010408,686,40,262,222,0
48,141,010409,899,153,415,214,16
48,141,010501,709,47,202,121,17
48,141,010502,395,0,100,53,16
48,141,010504,286,31,50,42,17
48,141,010505,431,69,264,207,0
48,141,010506,528,94,173,90,0
48,141,010600,1331,27,235,32,0
48,141,980000,0,0,0,0,0
48,143,950100,834,33,76,335,59
48,143,950201,714,82,139,346,48
48,143,950202,1417,65,238,681,173
48,143,950300,1153,161,345,426,52
48,143,950400,784,27,195,731,467
48,143,950500,1033,28,242,771,678
48,143,950600,552,44,154,561,169
48,143,950700,584,44,60,156,39
48,145,000200,430,30,84,259,49
48,145,000300,370,25,251,620,13
48,145,000400,130,15,158,259,15
48,145,000500,475,30,87,182,39
48,145,000700,543,31,127,233,8
48,145,000800,581,34,127,284,7
48,147,950100,646,42,132,248,42
48,147,950300,595,29,120,277,44
48,147,950401,310,72,168,386,83
48,147,950402,1098,122,302,802,90
48,147,950500,506,51,150,238,43
48,147,950600,536,29,56,231,44
48,147,950701,843,92,193,322,61
48,147,950702,770,50,137,180,26
48,147,950800,973,73,198,329,56
48,149,970100,486,22,20,229,32
48,149,970200,590,28,7,249,66
48,149,970300,1109,136,262,596,33
48,149,970400,857,70,77,413,24
48,149,970500,936,51,68,451,32
48,149,970600,1126,33,128,655,48
48,149,970700,546,48,57,227,36
48,151,950300,382,12,54,230,20
48,151,950400,502,21,88,270,40
48,153,950500,565,50,114,196,30
48,153,950600,746,64,252,354,29
48,155,950100,209,21,35,240,14
48,157,670101,1130,43,595,247,26
48,157,670102,458,62,311,315,34
48,157,670200,1181,151,666,526,113
48,157,670300,504,76,323,272,30
48,157,670400,724,43,498,409,82
48,157,670500,725,84,376,242,22
48,157,670601,1318,189,805,541,97
48,157,670602,215,44,143,228,0
48,157,670700,688,74,240,201,24
48,157,670800,2404,279,1087,304,51
48,157,670901,2611,131,274,439,16
48,157,670902,789,35,390,403,57
48,157,671001,1354,113,308,450,53
48,157,671002,1226,93,528,348,60
48,157,671100,1373,59,643,468,56
48,157,671200,947,203,417,314,41
48,157,671300,512,90,322,194,59
48,157,671400,1624,97,492,868,84
48,157,671501,1635,76,357,344,41
48,157,671502,332,27,49,26,11
48,157,671601,1329,97,229,718,40
48,157,671602,881,14,88,116,11
48,157,671700,1318,22,104,348,65
48,157,671800,530,48,222,272,57
48,157,671900,855,14,190,225,28
48,157,672001,1527,140,393,438,73
48,157,672002,994,102,329,1136,172
48,157,672100,1063,65,42,237,17
48,157,672200,682,52,242,222,36
48,157,672301,1803,0,243,418,20
48,157,672302,2036,202,145,598,29
48,157,672400,1649,116,526,311,63
48,157,672500,1231,255,498,289,4
48,157,672601,1659,347,517,468,54
48,157,672602,1087,44,402,252,0
48,157,672701,2792,147,577,224,73
48,157,672702,1518,46,245,276,45
48,157,672800,1574,87,129,309,196
48,157,672900,7505,276,928,1460,365
48,157,673001,2009,107,228,363,0
48,157,673002,2023,0,321,413,47
48,157,673003,3052,227,290,171,0
48,157,673101,11041,336,946,1268,512
48,157,673102,4267,22,338,685,105
48,157,673200,2208,56,105,204,35
48,157,673300,1490,29,94,132,18
48,157,673400,3958,359,390,443,171
48,157,673500,2241,99,207,505,84
48,157,673600,1783,42,191,394,28
48,157,673700,0,0,0,5,0
48,157,673800,2008,49,242,363,54
48,157,673901,2441,69,24,137,0
48,157,673902,2319,40,68,268,14
48,157,674000,1813,54,358,662,30
48,157,674100,1621,159,292,397,14
48,157,674200,1530,23,48,134,0
48,157,674300,2207,42,131,221,13
48,157,674400,3091,19,113,160,36
48,157,674501,1776,47,276,429,48
48,157,674502,4148,255,519,367,71
48,157,674601,960,53,108,198,0
48,157,674602,1885,30,264,162,27
48,157,674603,1185,70,299,383,88
48,157,674604,930,41,310,70,25
48,157,674700,2470,154,261,607,82
48,157,674800,595,143,598,566,152
48,157,674900,681,129,364,312,29
48,157,675000,504,55,232,216,31
48,157,675100,1595,352,627,591,171
48,157,675200,1032,160,265,474,80
48,157,675300,888,237,549,498,10
48,157,675400,1194,83,282,533,122
48,157,675500,2464,280,453,735,165
48,157,675600,1176,116,242,353,29
48,157,675700,1383,84,304,567,37
48,157,675800,570,54,166,386,38
48,159,950100,1284,104,113,609,68
48,159,950200,488,106,188,299,55
48,159,950300,557,28,107,182,40
48,161,000100,1052,99,444,539,41
48,161,000200,332,13,17,138,0
48,161,000300,125,47,93,130,21
48,161,000400,451,40,178,246,23
48,161,000600,846,34,120,352,44
48,161,000700,605,38,246,317,71
48,161,000900,372,39,70,158,10
48,163,950100,1069,125,433,448,98
48,163,950200,919,116,263,266,78
48,163,950300,524,102,134,261,18
48,165,950100,674,115,147,288,21
48,165,950200,1805,44,181,246,115
48,165,950300,1065,104,177,447,54
48,167,720100,1412,56,135,428,23
48,167,720200,1070,43,54,603,77
48,167,720301,464,15,58,209,43
48,167,720302,1839,86,138,296,50
48,167,720400,1634,59,101,163,65
48,167,720501,970,7,134,264,18
48,167,720502,2391,84,331,456,145
48,167,720503,3195,66,343,688,137
48,167,720600,2923,231,412,642,198
48,167,720700,1930,73,517,848,355
48,167,720800,766,75,221,236,16
48,167,720900,870,90,348,581,41
48,167,721000,423,15,114,93,10
48,167,721100,1769,222,710,565,172
48,167,721201,4118,316,525,1412,319
48,167,721202,848,126,159,119,128
48,167,721300,895,45,264,514,123
48,167,721400,1759,52,78,900,271
48,167,721500,1620,139,164,1040,219
48,167,721600,309,72,84,186,17
48,167,721700,1407,52,353,700,228
48,167,721800,976,65,137,581,126
48,167,721900,1215,66,752,863,228
48,167,722001,1134,87,285,460,47
48,167,722002,699,51,298,159,51
48,167,722100,1291,166,328,337,65
48,167,722200,359,68,311,416,42
48,167,722300,876,167,700,507,102
48,167,722600,200,25,138,406,87
48,167,722700,453,153,571,494,86
48,167,722800,407,102,107,307,22
48,167,722900,384,144,133,297,18
48,167,723000,514,26,185,477,107
48,167,723100,594,63,131,546,103
48,167,723200,468,112,304,350,101
48,167,723300,1253,93,231,428,64
48,167,723400,1507,153,255,563,222
48,167,723501,208,0,59,88,0
48,167,723502,2191,169,302,700,0
48,167,723600,1036,87,216,318,66
48,167,723700,282,0,230,254,44
48,167,723800,1121,54,67,681,165
48,167,723900,498,29,25,238,68
48,167,724000,59,3,39,52,50
48,167,724101,112,28,34,312,82
48,167,724200,506,8,62,780,224
48,167,724300,333,56,121,627,111
48,167,724400,347,71,247,702,140
48,167,724500,115,27,6,291,29
48,167,724600,92,25,259,177,43
48,167,724700,137,39,190,293,57
48,167,724800,177,4,122,303,62
48,167,724900,222,10,224,302,137
48,167,725000,381,32,163,225,56
48,167,725100,224,9,164,278,36
48,167,725200,211,52,184,172,35
48,167,725300,313,45,133,312,47
48,167,725400,674,62,180,466,85
48,167,725500,289,23,35,131,8
48,167,725600,396,59,271,994,142
48,167,725700,520,18,93,232,21
48,167,725800,576,21,388,370,58
48,167,725900,342,0,120,723,112
48,167,726000,365,4,54,223,30
48,167,726100,647,54,44,483,62
48,167,726200,398,144,183,329,31
48,167,990000,0,0,0,0,0
48,169,950100,806,29,298,430,44
48,171,950100,1095,31,9,484,16
48,171,950200,1187,65,98,480,29
48,171,950300,1606,126,365,839,140
48,171,950400,1382,35,320,835,87
48,171,950500,771,61,66,455,24
48,173,950100,344,4,5,107,10
48,175,960100,1043,78,171,406,6
48,175,960200,630,67,186,308,83
48,177,000100,506,34,152,302,52
48,177,000200,886,50,152,495,32
48,177,000300,410,45,327,243,34
48,177,000400,347,23,132,130,11
48,177,000500,666,110,137,265,26
48,177,000600,420,24,124,229,33
48,179,950100,718,54,84,332,23
48,179,950300,1151,25,113,406,30
48,179,950400,898,73,236,784,82
48,179,950500,519,84,103,303,8
48,179,950600,297,74,105,294,47
48,179,950700,405,65,74,268,71
48,179,950800,321,15,102,208,31
48,181,000101,998,88,186,397,143
48,181,000102,638,75,207,243,58
48,181,000200,389,23,195,305,26
48,181,000302,1106,85,139,314,55
48,181,000303,1105,46,205,526,122
48,181,000304,730,46,82,359,76
48,181,000400,519,39,287,350,20
48,181,000501,481,86,163,499,84
48,181,000502,131,16,104,245,41
48,181,000600,818,135,110,278,62
48,181,000700,546,65,401,553,114
48,181,000800,1402,105,234,516,88
48,181,000901,735,48,150,411,76
48,181,000902,1073,111,485,890,284
48,181,001101,764,67,162,484,138
48,181,001102,1298,191,363,579,201
48,181,001200,1146,111,442,502,148
48,181,001300,755,19,166,637,125
48,181,001400,795,49,241,360,68
48,181,001500,1259,138,367,486,78
48,181,001700,713,46,235,813,106
48,181,001801,1408,152,269,331,68
48,181,001802,1156,31,190,391,66
48,181,001803,1425,106,147,542,0
48,181,001900,2466,154,280,556,209
48,181,002000,304,116,236,324,46
48,183,000200,1156,137,277,932,99
48,183,000300,1078,110,230,574,54
48,183,000401,551,81,195,538,65
48,183,000402,481,32,323,646,88
48,183,000501,1266,20,254,494,124
48,183,000502,654,57,306,913,105
48,183,000600,1869,34,370,888,26
48,183,000700,971,52,453,450,132
48,183,000800,1060,328,404,483,105
48,183,000900,455,64,157,346,48
48,183,001000,333,52,197,301,33
48,183,001100,299,136,279,469,65
48,183,001200,373,56,224,237,43
48,183,001300,487,137,289,368,72
48,183,001400,429,135,312,425,62
48,183,001500,382,82,380,530,83
48,183,010100,1384,147,313,335,132
48,183,010200,1406,139,441,692,84
48,183,010301,941,116,431,328,75
48,183,010302,1087,139,172,396,40
48,183,010400,1593,160,361,667,66
48,183,010500,1098,94,294,566,72
48,183,010600,1206,15,363,830,85
48,183,010700,465,72,361,458,82
48,183,980000,0,0,0,0,0
48,185,180101,741,49,270,429,44
48,185,180102,905,54,213,363,85
48,185,180200,940,194,418,808,75
