state,county,tract,Married Couple,Male Householder family no wife present,Female Householder family no husband present,Alone,Non-family
48,441,010900,1071,9,284,1100,230
48,441,011000,184,35,79,189,56
48,441,011200,454,58,133,327,76
48,441,011300,660,57,258,661,21
48,441,011400,723,69,278,619,97
48,441,011500,623,26,147,401,30
48,441,011600,412,20,225,382,149
48,441,011700,246,33,135,392,27
48,441,011900,206,72,176,255,69
48,441,012000,604,0,51,118,11
48,441,012100,0,0,0,0,0
48,441,012200,270,63,86,366,73
48,441,012300,481,43,261,467,124
48,441,012400,478,57,110,275,44
48,441,012500,750,9,94,427,18
48,441,012600,743,49,56,362,44
48,441,012700,1900,106,157,702,123
48,441,012801,580,53,179,708,268
48,441,012802,779,124,300,522,207
48,441,012900,561,11,40,9,0
48,441,013000,4,0,0,5,0
48,441,013100,816,156,664,313,198
48,441,013200,312,44,82,193,43
48,441,013300,679,37,94,251,200
48,441,013401,634,14,321,533,46
48,441,013402,1324,181,144,524,134
48,441,013404,1999,203,147,329,154
48,441,013500,1839,134,289,447,30
48,441,013600,1176,58,216,506,102
48,441,980000,0,0,0,0,0
48,443,950100,193,3,31,149,31
48,445,950100,481,22,67,225,23
48,445,950300,256,0,106,166,40
48,445,950400,1162,134,519,709,75
48,447,950300,342,51,59,264,6
48,449,950100,410,59,123,208,6
48,449,950200,589,42,94,203,29
48,449,950300,1741,175,300,589,87
48,449,950400,1255,75,133,461,91
48,449,950500,328,57,174,128,56
48,449,950600,420,126,282,306,58
48,449,950700,175,20,86,98,19
48,449,950800,911,124,173,321,0
48,451,000100,564,56,128,200,23
48,451,000200,798,82,280,383,71
48,451,000300,1138,66,417,405,118
48,451,000400,906,234,338,484,139
48,451,000700,498,102,392,412,84
48,451,000801,883,52,184,359,77
48,451,000802,638,112,414,269,105
48,451,000900,352,58,148,493,12
48,451,001000,950,103,191,810,166
48,451,001101,1115,44,197,613,175
48,451,001102,590,179,234,605,124
48,451,001200,1127,151,552,734,211
48,451,001301,906,59,135,1138,267
48,451,001303,812,62,224,661,43
48,451,001304,505,91,102,703,59
48,451,001400,708,62,416,899,165
48,451,001500,71,0,0,2,4
48,451,001600,1177,89,107,254,52
48,451,001702,624,61,189,234,8
48,451,001704,1965,75,140,803,38
48,451,001706,852,23,169,411,66
48,451,001707,1243,79,154,790,91
48,451,001708,1431,89,119,476,166
48,451,001800,235,18,264,399,31
48,451,980000,0,0,0,0,0
48,453,000101,680,71,113,793,236
48,453,000102,566,63,60,389,68
48,453,000203,172,3,57,340,163
48,453,000204,478,26,100,845,184
48,453,000205,489,125,70,980,362
48,453,000206,544,12,118,735,277
48,453,000302,565,85,45,1659,574
48,453,000304,286,22,158,643,346
48,453,000305,233,38,30,981,510
48,453,000306,471,15,178,472,335
48,453,000307,369,17,43,207,169
48,453,000401,245,28,77,669,521
48,453,000402,265,71,119,651,278
48,453,000500,308,55,105,1104,728
48,453,000601,44,0,13,147,192
48,453,000603,47,109,98,934,1261
48,453,000604,72,39,25,745,815
48,453,000700,115,0,21,352,171
48,453,000801,204,44,93,237,40
48,453,000802,162,57,446,301,257
48,453,000803,253,65,117,324,230
48,453,000804,184,91,211,357,150
48,453,000901,159,46,165,286,164
48,453,000902,419,141,415,641,250
48,453,001000,335,115,223,613,250
48,453,001100,603,50,23,1887,389
48,453,001200,605,75,113,1796,366
48,453,001303,382,42,113,839,229
48,453,001304,491,67,122,955,401
48,453,001305,579,98,377,1267,438
48,453,001307,345,90,242,913,255
48,453,001308,298,72,131,553,208
48,453,001401,362,33,28,783,441
48,453,001402,301,41,99,591,314
48,453,001403,140,37,10,388,215
48,453,001501,1101,39,180,837,187
48,453,001503,545,57,256,557,349
48,453,001504,967,81,172,721,351
48,453,001505,682,56,127,1018,341
48,453,001602,510,60,58,726,293
48,453,001603,1083,28,123,374,133
48,453,001604,850,67,143,540,131
48,453,001605,690,7,77,882,280
48,453,001606,0,0,0,0,0
48,453,001705,1041,24,77,845,94
48,453,001706,666,119,146,765,92
48,453,001707,870,56,187,907,329
48,453,001712,592,139,236,894,149
48,453,001713,637,98,301,578,316
48,453,001714,2627,145,454,1543,502
48,453,001716,1214,60,60,1097,113
48,453,001718,1073,32,241,1159,360
48,453,001719,1138,8,153,273,118
48,453,001722,593,11,116,1346,240
48,453,001728,1299,128,419,747,357
48,453,001729,661,59,327,734,354
48,453,001733,910,123,49,199,40
48,453,001737,2564,97,324,832,241
48,453,001738,1439,123,261,776,136
48,453,001740,804,59,305,499,208
48,453,001741,743,54,109,484,51
48,453,001742,1441,80,175,350,96
48,453,001745,445,66,137,365,57
48,453,001746,534,53,257,710,228
48,453,001747,937,190,224,400,321
48,453,001748,1149,170,209,515,352
48,453,001749,903,91,235,1006,447
48,453,001750,818,80,231,1073,250
48,453,001751,542,7,68,315,14
48,453,001752,464,49,91,1195,379
48,453,001753,112,41,25,506,57
48,453,001754,838,57,87,912,370
48,453,001755,1629,61,84,205,30
48,453,001756,910,70,196,514,64
48,453,001757,475,10,50,394,78
48,453,001760,3728,99,176,814,257
48,453,001761,1494,17,188,1116,231
48,453,001764,1628,26,151,432,172
48,453,001765,3262,123,345,842,183
48,453,001766,1660,56,257,530,152
48,453,001768,1329,86,192,565,214
48,453,001769,1364,96,136,463,52
48,453,001770,3191,145,164,431,29
48,453,001771,1205,7,33,386,58
48,453,001772,504,55,275,160,106
48,453,001773,1840,15,102,433,50
48,453,001774,1970,113,251,258,145
48,453,001775,1319,9,108,226,28
48,453,001776,485,67,226,177,164
48,453,001777,1251,168,166,532,160
48,453,001778,938,73,121,421,111
48,453,001779,1726,0,177,500,81
48,453,001780,1097,119,89,489,75
48,453,001781,724,12,57,131,10
48,453,001782,1355,31,127,194,7
48,453,001783,1264,35,173,463,70
48,453,001784,1536,49,82,147,5
48,453,001785,464,113,259,1012,379
48,453,001786,791,45,327,1013,291
48,453,001804,741,214,501,760,300
48,453,001805,452,139,365,630,117
48,453,001806,695,82,589,579,365
48,453,001811,295,96,307,411,144
48,453,001812,857,237,378,1041,333
48,453,001813,710,221,367,408,272
48,453,001817,483,91,235,1016,307
48,453,001818,810,148,278,595,276
48,453,001819,424,189,337,202,186
48,453,001820,554,260,464,890,331
48,453,001821,753,141,356,481,181
48,453,001822,783,261,332,652,300
48,453,001823,734,180,503,380,313
48,453,001824,292,28,126,257,55
48,453,001826,297,14,125,418,158
48,453,001828,976,108,59,348,155
48,453,001829,301,51,85,788,248
48,453,001832,417,61,222,376,119
48,453,001833,862,227,534,562,205
48,453,001834,1437,129,409,1263,450
48,453,001835,754,110,299,648,152
48,453,001839,1111,115,259,1303,333
48,453,001840,1311,371,461,694,335
48,453,001841,3236,190,926,707,250
48,453,001842,1231,279,491,513,287
48,453,001843,513,42,55,253,93
48,453,001844,446,81,168,586,278
48,453,001845,559,31,158,443,180
48,453,001846,608,0,53,294,89
48,453,001847,1216,62,380,802,388
48,453,001848,870,95,248,555,194
48,453,001849,674,25,286,1770,416
48,453,001850,400,86,217,859,436
48,453,001851,1523,105,278,1405,661
48,453,001853,649,52,113,407,86
48,453,001854,883,54,201,364,49
48,453,001855,2814,174,1060,788,266
48,453,001856,1502,162,131,327,171
48,453,001857,1198,40,287,674,175
48,453,001858,4259,308,385,617,232
48,453,001859,358,6,34,84,19
48,453,001860,642,109,298,640,110
48,453,001861,1048,20,280,276,30
48,453,001862,1049,22,461,343,149
48,453,001863,412,131,312,779,251
48,453,001864,311,105,182,665,207
48,453,001901,958,42,133,1479,416
48,453,001908,1829,97,216,1120,310
48,453,001910,1090,35,103,530,52
48,453,001911,457,8,129,824,334
48,453,001912,878,52,58,450,25
48,453,001913,1325,25,62,267,45
48,453,001914,1295,104,82,1046,246
48,453,001915,385,39,56,287,38
48,453,001916,865,19,29,21,0
48,453,001917,1274,14,133,216,71
48,453,001918,685,64,19,140,19
48,453,001919,963,21,106,310,19
48,453,002002,496,36,124,515,189
48,453,002003,541,95,241,341,173
48,453,002004,160,37,46,841,288
48,453,002005,328,122,271,866,490
48,453,002104,484,88,97,334,206
48,453,002105,484,118,342,786,407
48,453,002106,497,24,251,386,51
48,453,002107,350,90,310,424,174
48,453,002108,278,54,405,511,120
48,453,002109,354,131,322,601,192
48,453,002110,384,125,346,323,190
48,453,002111,533,147,381,461,187
48,453,002112,625,130,401,432,129
48,453,002113,590,68,168,436,124
48,453,002201,237,53,206,111,0
48,453,002202,838,135,899,467,67
48,453,002207,1178,307,561,327,251
48,453,002208,1015,148,445,224,93
48,453,002209,1386,178,421,582,186
48,453,002210,504,134,121,164,23
48,453,002211,291,78,95,181,100
48,453,002212,108,10,30,12,12
48,453,002304,157,206,103,663,326
48,453,002307,422,241,230,1085,635
48,453,002308,376,0,253,1086,684
48,453,002310,314,112,221,192,50
48,453,002312,936,168,482,378,143
48,453,002313,432,141,269,1003,300
48,453,002314,183,114,324,978,392
48,453,002315,213,93,217,451,301
48,453,002316,328,296,506,603,479
48,453,002317,80,97,171,403,945
48,453,002318,362,211,506,788,1245
48,453,002319,0,0,0,0,0
48,453,002402,840,301,355,1128,571
48,453,002403,388,34,117,278,201
48,453,002407,1176,48,243,524,143
48,453,002409,459,63,264,330,177
48,453,002410,396,63,276,624,244
48,453,002411,606,167,594,199,123
48,453,002412,747,90,307,101,136
48,453,002413,586,34,375,144,97
48,453,002419,393,120,325,607,378
48,453,002421,1150,59,531,1087,814
48,453,002422,657,79,268,942,422
48,453,002423,672,269,276,616,278
48,453,002424,490,88,155,381,272
48,453,002425,520,48,180,219,175
48,453,002426,1104,99,512,453,231
48,453,002427,839,228,521,418,308
48,453,002428,1236,203,230,865,185
48,453,002429,133,3,28,201,50
48,453,002430,474,50,227,199,28
48,453,002431,1099,131,313,379,249
48,453,002432,349,45,56,144,45
48,453,002433,1072,104,352,271,32
48,453,002434,361,9,48,88,28
48,453,002435,1243,184,478,191,74
48,453,002436,327,131,111,61,13
48,453,002500,1054,66,101,1182,431
48,453,980000,0,0,0,0,0
48,455,950100,624,26,90,305,14
48,455,950200,606,87,76,394,24
48,455,950300,317,30,50,216,0
48,455,950400,705,60,23,466,61
48,455,950500,321,45,184,345,9
48,457,950100,745,0,121,291,24
48,457,950200,1379,94,386,579,146
48,457,950300,390,70,135,400,18
48,457,950400,1247,48,245,583,52
48,457,950500,835,103,36,227,0
48,459,950100,2054,66,206,607,107
48,459,950200,866,61,100,365,72
48,459,950300,1559,155,275,832,73
48,459,950400,725,69,155,341,85
48,459,950500,1163,134,270,523,105
48,459,950600,800,31,228,269,66
48,459,950700,1199,56,144,436,22
48,461,950100,295,8,20,72,9
48,461,950200,426,55,69,216,13
48,463,950100,561,11,189,286,25
48,463,950200,1435,140,302,613,220
48,463,950300,1050,137,243,336,50
48,463,950400,532,50,263,301,70
48,463,950500,799,167,324,460,58
48,465,950201,1991,120,255,691,16
48,465,950301,755,53,287,305,54
48,465,950302,585,113,191,259,0
48,465,950400,585,68,209,386,30
48,465,950500,1179,49,247,368,132
48,465,950601,791,136,204,121,10
48,465,950602,608,118,208,230,35
48,465,950700,985,72,228,695,110
48,465,950800,1246,28,114,175,13
48,465,980000,0,0,0,0,0
48,467,950100,974,90,155,392,113
48,467,950200,495,82,192,303,51
48,467,950300,926,112,167,473,20
48,467,950400,1022,79,190,430,48
48,467,950500,688,91,250,371,32
48,467,950600,1656,38,126,661,182
48,467,950700,600,87,121,619,65
48,467,950800,1242,36,226,396,59
48,467,950900,1349,108,371,735,163
48,467,951000,1587,56,162,483,29
48,469,000100,265,40,119,194,29
48,469,000201,352,196,244,257,90
48,469,000202,772,74,434,409,66
48,469,000301,234,48,154,181,37
48,469,000302,244,58,244,156,46
48,469,000400,331,67,119,178,44
48,469,000501,546,187,189,494,105
48,469,000502,498,32,287,455,131
48,469,000601,353,82,293,293,85
48,469,000602,556,102,262,552,79
48,469,000700,623,117,138,253,72
48,469,000800,477,24,103,71,27
48,469,001300,418,31,126,185,47
48,469,001400,1926,162,339,360,111
48,469,001501,896,28,66,172,24
48,469,001503,506,0,57,281,22
48,469,001504,1588,33,279,736,115
48,469,001601,1204,30,652,483,0
48,469,001604,1195,159,345,604,51
48,469,001605,496,67,252,569,47
48,469,001606,1832,118,249,743,101
48,469,001700,883,80,85,286,0
48,469,980000,0,0,0,0,0
48,471,790101,421,0,164,235,7
48,471,790102,840,32,162,300,115
48,471,790103,1233,44,172,621,75
48,471,790200,1347,43,266,595,123
48,471,790300,1791,152,145,930,79
48,471,790400,1197,3,449,740,140
48,471,790500,614,27,462,937,485
48,471,790600,278,55,341,320,26
48,471,790700,569,49,514,824,650
48,471,790800,491,139,175,696,608
48,473,680100,646,41,100,155,11
48,473,680200,1496,206,809,754,86
48,473,680300,1800,129,295,813,485
48,473,680400,8,0,0,0,0
48,473,680500,1627,168,501,656,154
48,473,680600,1825,142,209,385,154
48,475,950100,810,39,143,472,36
48,475,950200,751,54,236,379,38
48,475,950300,398,62,193,276,29
48,477,170100,432,76,152,402,34
48,477,170200,1191,74,327,485,75
48,477,170300,1150,107,341,733,128
48,477,170400,944,80,264,349,125
48,477,170500,1475,134,366,679,16
48,477,170600,1083,22,208,441,24
48,479,000101,601,91,380,240,41
48,479,000105,390,45,140,43,39
48,479,000106,553,74,176,124,18
48,479,000107,396,90,199,83,0
48,479,000108,506,47,224,72,9
48,479,000109,268,7,237,77,0
48,479,000200,467,63,296,279,86
48,479,000300,240,66,251,170,25
48,479,000601,355,55,184,176,7
48,479,000602,275,27,250,81,0
48,479,000700,337,144,179,94,14
48,479,000800,295,36,189,167,11
48,479,000901,509,52,434,350,8
48,479,000903,238,15,315,143,13
48,479,000904,480,59,209,131,47
48,479,001001,628,259,272,232,81
48,479,001003,368,12,149,145,14
48,479,001004,189,25,170,144,10
48,479,001101,415,80,322,229,36
48,479,001103,155,2,172,78,59
48,479,001104,572,37,250,201,0
48,479,001105,404,47,162,85,30
48,479,001201,356,109,111,369,0
48,479,001202,317,77,274,130,27
48,479,001300,420,93,392,93,0
48,479,001401,478,146,336,223,10
48,479,001402,478,87,173,49,40
48,479,001501,408,28,197,151,33
48,479,001502,674,159,285,315,22
48,479,001601,618,88,285,257,13
48,479,001602,834,50,114,369,102
48,479,001706,682,40,379,308,110
48,479,001709,1109,54,331,388,99
48,479,001710,266,22,82,73,0
48,479,001711,1188,57,192,89,5
48,479,001712,1173,123,207,464,102
48,479,001713,2876,192,421,543,204
48,479,001714,687,5,52,109,0
48,479,001715,1270,51,275,211,43
48,479,001716,1043,58,271,178,0
48,479,001717,320,63,206,147,90
48,479,001718,455,6,88,138,22
48,479,001719,456,63,268,126,17
48,479,001720,884,51,279,141,70
48,479,001721,581,42,73,43,4
48,479,001722,1321,75,359,181,25
48,479,001806,480,127,421,98,0
48,479,001807,1069,152,399,247,30
48,479,001808,782,75,478,136,44
48,479,001809,849,73,443,69,11
48,479,001810,699,71,380,135,47
48,479,001811,606,90,317,67,0
48,479,001812,1401,58,472,9,0
48,479,001813,168,0,40,7,6
48,479,001814,968,87,455,162,66
48,479,001815,230,18,128,96,0
48,479,001816,609,9,370,106,62
48,479,001817,666,76,296,156,20
48,479,001818,283,97,252,115,11
48,479,001900,390,38,257,448,33
48,479,980000,0,0,0,0,0
48,481,740100,1093,191,230,441,46
48,481,740200,222,14,175,148,3
48,481,740300,144,92,128,211,31
48,481,740400,985,124,204,787,29
48,481,740500,384,115,179,505,19
48,481,740600,583,148,200,404,89
48,481,740700,279,26,172,163,36
48,481,740800,520,101,239,230,74
48,481,740900,1388,79,150,742,85
48,481,741000,730,102,247,296,36
48,481,741100,476,67,41,273,16
48,483,950100,775,34,120,210,31
48,483,950300,567,3,115,357,69
48,485,010100,154,10,52,307,40
48,485,010200,108,23,68,214,53
48,485,010400,155,23,379,328,8
48,485,010600,333,45,151,397,43
48,485,010700,355,102,172,327,15
48,485,010800,320,87,190,324,44
48,485,010900,232,22,137,304,63
48,485,011000,365,73,209,366,27
48,485,011100,95,65,144,171,20
48,485,011200,302,58,172,338,13
48,485,011300,205,32,114,155,73
48,485,011400,347,47,211,226,33
48,485,011500,359,63,184,204,0
48,485,011600,586,83,444,607,57
48,485,011700,485,12,169,215,68
48,485,011800,429,22,82,272,13
48,485,011900,659,105,80,758,289
48,485,012000,1025,9,207,1274,368
48,485,012100,420,72,213,368,130
48,485,012200,1204,26,260,696,124
48,485,012300,1646,202,388,348,109
48,485,012400,1583,103,288,1086,68
48,485,012600,876,83,91,560,61
48,485,012700,356,77,188,284,154
48,485,012800,974,30,164,408,93
48,485,012900,520,24,42,248,35
48,485,013000,375,103,184,256,59
48,485,013100,867,119,228,355,19
48,485,013200,1294,83,293,541,100
48,485,013300,290,44,30,48,13
48,485,013401,172,15,3,31,8
48,485,013501,1055,111,203,812,111
48,485,013502,1253,160,120,453,32
48,485,013600,1325,84,217,640,27
48,485,013700,637,14,164,358,14
48,485,013800,867,18,90,327,20
48,485,980000,0,0,0,0,0
48,487,950300,490,11,57,176,4
48,487,950500,190,68,253,651,39
48,487,950600,1268,44,335,634,117
48,487,950700,443,63,150,217,43
48,489,950300,777,85,446,208,61
48,489,950400,875,82,336,320,18
48,489,950500,522,33,266,110,0
48,489,950600,329,44,150,181,0
48,489,950700,347,19,111,141,0
48,489,990000,0,0,0,0,0
48,491,020105,1632,0,16,504,141
48,491,020106,941,21,45,390,23
48,491,020107,1847,0,49,992,35
48,491,020108,840,15,56,307,30
48,491,020109,827,8,91,70,35
48,491,020110,975,45,35,297,39
48,491,020111,765,45,63,330,24
48,491,020112,986,12,20,84,0
48,491,020113,374,68,95,386,93
48,491,020114,833,121,326,619,71
48,491,020115,842,8,115,249,18
48,491,020201,313,16,60,147,72
48,491,020202,1278,30,90,276,19
48,491,020203,1265,0,0,345,30
48,491,020204,948,66,185,273,47
48,491,020301,1454,71,132,411,83
48,491,020302,740,44,79,189,18
48,491,020310,678,9,42,179,43
48,491,020311,774,22,111,513,164
48,491,020312,1276,232,361,445,160
48,491,020313,1730,221,252,628,299
48,491,020314,1133,94,211,244,20
48,491,020315,1296,21,207,346,29
48,491,020316,571,46,246,411,91
48,491,020317,658,54,210,322,64
48,491,020318,1628,106,457,938,139
48,491,020319,1200,36,180,124,167
48,491,020320,1662,141,389,272,54
48,491,020321,356,18,38,180,17
48,491,020322,1636,94,491,634,248
48,491,020323,590,33,189,198,43
48,491,020324,1569,44,200,163,112
48,491,020325,482,21,215,164,62
48,491,020326,1568,23,180,153,31
48,491,020327,449,15,108,144,63
48,491,020328,1509,39,227,505,87
48,491,020403,335,42,114,153,114
48,491,020404,683,80,198,334,55
48,491,020405,1006,128,367,861,239
48,491,020406,767,97,476,1312,318
48,491,020408,677,100,404,616,242
48,491,020409,741,48,336,818,188
48,491,020410,817,239,357,1176,85
48,491,020411,1057,61,200,714,124
48,491,020503,1212,36,158,369,83
48,491,020504,948,301,645,1263,376
48,491,020505,637,0,59,123,19
48,491,020506,1814,81,271,377,46
48,491,020507,728,0,54,235,60
48,491,020508,826,33,385,616,191
48,491,020509,1727,38,104,246,47
48,491,020510,2477,147,151,319,222
48,491,020602,1021,131,141,308,79
48,491,020603,2491,55,54,194,21
48,491,020604,1284,118,84,297,67
48,491,020605,1502,29,286,266,26
48,491,020701,295,84,117,257,53
48,491,020703,1612,236,557,844,293
48,491,020704,1096,120,146,605,172
48,491,020706,900,70,28,94,0
48,491,020707,850,88,228,407,137
48,491,020708,1724,38,119,194,178
48,491,020803,744,16,145,271,135
48,491,020804,2120,108,262,395,281
48,491,020805,1505,85,313,271,30
48,491,020806,690,28,89,71,5
48,491,020807,1637,110,241,391,60
48,491,020808,329,9,55,194,17
48,491,020809,1581,79,158,249,9
48,491,020900,940,44,66,474,38
48,491,021000,444,60,148,222,56
48,491,021100,401,102,87,314,48
48,491,021201,711,27,68,276,41
48,491,021202,685,34,285,213,31
48,491,021203,464,58,186,377,12
48,491,021300,638,45,162,369,34
48,491,021401,1726,20,360,506,44
48,491,021402,389,68,294,734,68
48,491,021403,650,92,133,360,69
48,491,021502,751,131,265,291,121
48,491,021503,714,67,274,425,115
48,491,021504,1571,0,78,402,157
48,491,021505,1131,194,167,719,229
48,491,021506,804,20,46,118,9
48,491,021507,1663,107,511,1067,163
48,491,021508,1363,209,254,515,181
48,491,021601,756,49,109,240,14
48,491,021602,737,61,38,89,51
48,491,021603,343,21,19,117,14
48,493,000102,852,15,158,192,57
48,493,000103,696,26,80,217,39
48,493,000104,1010,105,132,122,54
48,493,000201,483,152,90,58,53
48,493,000202,402,61,96,90,69
48,493,000300,975,99,335,590,24
48,493,000402,517,93,135,226,0
48,493,000403,1714,74,200,258,71
48,493,000404,1511,49,138,233,63
48,493,000500,863,90,216,373,45
48,493,000600,943,37,126,251,40
48,495,950200,455,41,38,275,31
48,495,950300,668,106,237,238,64
48,495,950400,279,6,68,135,18
48,497,150101,805,15,71,274,74
48,497,150102,1519,52,276,248,81
48,497,150200,1220,8,442,430,81
48,497,150300,635,96,99,225,36
48,497,150401,1299,92,184,346,64
48,497,150402,1353,39,107,366,114
48,497,150403,828,32,143,256,36
48,497,150500,1181,26,324,391,83
48,497,150601,1754,214,208,633,52
48,497,150602,1353,100,203,486,96
48,497,150603,1147,19,181,216,81
48,499,950100,1018,0,89,666,65
48,499,950200,444,57,138,293,39
48,499,950301,752,40,151,327,107
48,499,950302,1353,143,186,598,42
48,499,950400,959,98,163,456,120
48,499,950500,466,25,107,330,46
48,499,950601,677,97,212,320,86
48,499,950602,1295,22,140,273,67
48,499,950700,1398,0,112,329,109
48,499,950800,826,71,208,502,54
48,501,950100,478,33,100,133,0
48,501,950200,1180,67,190,371,42
48,503,950200,844,36,245,472,97
48,503,950400,1672,50,130,523,27
48,503,950500,591,88,106,156,48
48,503,950600,1019,109,316,672,67
48,505,950301,557,98,405,111,20
48,505,950302,835,21,357,353,0
48,505,950400,1037,22,284,290,34
48,507,950100,135,20,71,134,4
48,507,950200,345,44,107,112,16
48,507,950301,207,80,185,194,18
48,507,950302,854,63,456,458,53
